Cession_Number,Royce_ID,Royce_ID_Num,State,County,State_and_County,Tribe_Named_in_Land_Cessions_1784-1894,Present_Day_Tribe,US_Acquired_Mode,Cession_State,Yr_US_Acquired,Date_US_Acquired,Total_Acreage,US_Paid_Total,US_Paid_Per_Acre,US_Paid_Per_Acre_if_N/A,KEEP IN THE DATA,INFLATION FACTOR FOR YEAR,US PAID TOTAL - INFLATION ADJUSTED to 2023,US_Paid_Per_Acre - Inflation Adjusted,Total_Area_Source,US_Paid_Total_Source,Notes,Citation_1,Citation_2,Royce_Schedule_Date_1,URL_for_Royce_Schedule_Entry_1,URL_for_Treaty_Text_Catalogued_by_Kappler_1,Royce_Schedule_Date_2,URL_for_Royce_Schedule_Entry_2,URL_for_Treaty_Text_Catalogued_by_Kappler_2,Royce_Schedule_Date_3,URL_for_Royce_Schedule_Entry_3,URL_for_Treaty_Text_Catalogued_by_Kappler_3,Royce_Schedule_Date_4,URL_for_Royce_Schedule_Entry_4,URL_for_Treaty_Text_Catalogued_by_Kappler_4,Royce_Schedule_Date_5,URL_for_Royce_Schedule_Entry_5,URL_for_Treaty_Text_Catalogued_by_Kappler_5,Map Name,Map_Name_1,Map_Name_2,Map_Name_3,Map_Name_4,Map_Name_5,Map_Name_6,Map_URL_1,Map_URL_2,Map_URL_3,Map_URL_4,Map_URL_5,Map_URL_6,URL for Federal Statute,URL for Executive Order,SHAPE_Length,SHAPE_Area,GIS_Source,,,,,,,,,,,,,,,year,Conversion Factor from 2023,year
477,477,477,CO,Bent; Cheyenne; Crowley; El Paso; Elbert; Kiowa; Lincoln; Otero; Prowers; Pueblo,CO:Bent; CO:Cheyenne; CO:Crowley; CO:El Paso; CO:Elbert; CO:Kiowa; CO:Lincoln; CO:Otero; CO:Prowers; CO:Pueblo,Arapaho; Cheyenne,"Arapaho Tribe of the Wind River Reservation, Wyoming; Cheyenne and Arapaho Tribes, Oklahoma; Northern Cheyenne Tribe of the Northern Cheyenne Indian Reservation, Montana","Ceded by treaty, October 14, 1865",CO,1865,18651014,"3,748,150","$20,048.22",$0.01 ,,YES,0.052979864,"$378,412.07",$0.10,Calculated in GIS,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",,Tiller 610; Waldman 20-22; Waldman 60,1 Hodge 250-52; 1 Hodge 72; 1 Hodge 72-73; Tiller 610,1851/09/17 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/786/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=602,1861/02/18 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/824/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=815,1865/10/14 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/786/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=895,,,,,,,Colorado 1,Colorado 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=9,,,,,,,,691884.6638,24672864828,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1687,0.012350009,1687
478,478,478,CO; KS; TX,Archer; Atascosa; Baca; Bandera; Baylor; Bent; Bexar; Blanco; Borden; Bosque; Brown; Burnet; Callahan; Clark; Clay; Coke; Coleman; Comanche; Concho; Coryell; Costilla; Crane; Crockett; Dimmit; Duval; Eastland; Ector; Edwards; Erath; Fisher; Ford; Frio; G,CO:Baca; CO:Bent; CO:Costilla; CO:Las Animas; CO:Otero; CO:Prowers; KS:Clark; KS:Ford; KS:Grant; KS:Gray; KS:Hamilton; KS:Haskell; KS:Kearny; KS:Meade; KS:Morton; KS:Seward; KS:Stanton; KS:Stevens; TX:Archer; TX:Atascosa; TX:Bandera; TX:Baylor; TX:Bexar;,Comanche; Kiowa,"Comanche Nation, Oklahoma; Kiowa Indian Tribe of Oklahoma","Ceded by treaty, October 18, 1865",CO; KS; TX,1865,18651018,"126,708,270","$1,933,500.00",$0.02 ,,YES,0.052979864,"$36,494,997.10",$0.29,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",,1 Hodge 699-700; DeMallie 868,1 Hodge 327; Waldman 132-34,1865/10/18 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/838/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=900,,,,,,,,,,,,,"Kansas 1, Colorado 1, Texas (Portion Of)",Kansas 1,Colorado 1,Texas (portion of),,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=26,https://www.loc.gov/resource/g3701em.gct00002/?sp=9,https://www.loc.gov/resource/g3701em.gct00002/?sp=57,,,,,,4509973.187,7.35E+11,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1688,0.011376144,1688
481,,,,,,,,,,1866,18660321,"2,037,414.62","$325,362.00",$0.15969,,YES,0.05167958,"$6,295,755.55",$3.09,"ICC Dkt. 205 (v. 12, p. 822-23)","ICC Dkt. 205 (v. 12, p. 822-23)",Not a cession. Seminole reservation created on this day. Need to check if state land is still on reservation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1689,0.011699866,1689
482,482,482,MN,Itasca; Koochiching; St. Louis,MN:Itasca; MN:Koochiching; MN:St. Louis,Chippewa (Bois Forte band),"Bois Forte Band (Nett Lake) of the Minnesota Chippewa Tribe, Minnesota","Ceded by treaty (former reservation), April 7, 1866",MN,1866,18660407,"2,030,510","$76,191.35",$0.04 ,,YES,0.05167958,"$1,474,302.82",$0.73,"34 ICC 157, p. 188; 39 ICC 300, p. 309","34 ICC 157, p. 188; 39 ICC 300, p. 309",,,,1866/04/07 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/840/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=924,,,,,,,,,,,,,Minnesota 1,Minnesota 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=33,,,,,,,,694943.2879,19615587565,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1690,0.012026286,1690
485,,,,,,,,,,1866,18660428,"4,499,551","$554,420.93",$0.12 ,,YES,0.05167958,"$10,728,046.44",$2.38,"ICC Dkt. 23; 16 (v. 1, p. 302-03)","ICC Dkt. 23; 16 (v. 1, p. 302-03)",Cession date 1866.04.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1691,0.012676429,1691
486,,,,,,,,,,1866,18660614,"738,128","$219,802.20",$0.30 ,,YES,0.05167958,"$4,253,173.14",$5.76,ICC Dkt. 167,ICC Dkt. 167,Cession date 1866.06.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1692,0.011699866,1692
489,,,,,,,,,,1866,18660719,"2,921,543","$3,164,860.95",$1.08 ,,YES,0.05167958,"$61,240,067.64",$20.96,"ICC Dkt. 173-A/ITCS Report (v. 27, p. 34 A-B; v22, p. 425)","ICC Dkt. 173-A/ITCS Report (v. 27, p. 34 A-B; v22, p. 425)",Cession date 1866.07.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1693,0.011049724,1693
496,,,,,,,,,,,,,,,N/A,NO,#N/A,,,,,Not a cession. Lake Traverse reservation created. Need to check if state land is still on reservation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694,0.011699866,1694
497,497,497,ND,Benson; Eddy,ND:Benson; ND:Eddy,Sioux (Wahpeton and Sisseton Bands),"Sisseton-Wahpeton Oyate of the Lake Traverse Reservation, South Dakota",,ND,1867,18670219,"9,286,441.00","$800,000.00",$0.09 ,,YES,0.048102447,"$16,631,170.43",$1.79,"Lee, Robert, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012,"" 01/01/12 - 01/01/14. 27. Philadelphia, PA: McNeil Center for Early American Studies [distributor], 2017. http://repository.upenn.edu",,"Sisseton-Wahpeton Oyate of the Lake Traverse Reservation, South Dakota; overlap is with ROYCE 538, September 20, 1872, https://archive.org/details/annualreportofbu218smit/page/858/mode/2up?view=theater",,,1867/02/19 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/842/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=964,,,,,,,,,,,,,Dakota 1,Dakota 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=11,,,,,,,,309023.7535,2188704285,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1695,0.011049724,1695
510,,,,,,,,,,,,,,,N/A,NO,#N/A,,,,,Not a cession. Shows Kiowa Comanche reservation after boundary modification.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696,0.013000151,1696
511,511,511,OK; TX,Armstrong; Bailey; Beaver; Beckham; Blaine; Briscoe; Caddo; Canadian; Carson; Castro; Childress; Cochran; Collingsworth; Comanche; Cottle; Cotton; Crosby; Custer; Dallam; Dawson; Deaf Smith; Dewey; Dickens; Donley; Ellis; Floyd; Foard; Gaines; Garza; Gra,OK:Beaver; OK:Beckham; OK:Blaine; OK:Caddo; OK:Canadian; OK:Comanche; OK:Cotton; OK:Custer; OK:Dewey; OK:Ellis; OK:Grady; OK:Greer; OK:Harmon; OK:Harper; OK:Jackson; OK:Jefferson; OK:Kingfisher; OK:Kiowa; OK:Major; OK:Roger Mills; OK:Stephens; OK:Tillman,Comanche; Kiowa,"Comanche Nation, Oklahoma; Kiowa Indian Tribe of Oklahoma",,OK; TX,1865,18651018,"40,328,329","$1,904,078.40",$0.05 ,,YES,0.052979864,"$35,939,661.59",$0.89,Calculated in GIS,,NEED TO FIND.  OK part overlaps with Osage treaty 8/24/1818. Assuming these are Texas parcels,1 Hodge 699-700; DeMallie 868,1 Hodge 327; Waldman 132-34,1865/10/18 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/838/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=900,1867/10/21 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/846/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=985,,,,,,,,,,Texas (Portion Of),Texas (portion of),,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=57,,,,,,,,2282260.435,2.61E+11,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1697,0.013000151,1697
515,515,515,CO; UT,Alamosa; Conejos; Costilla; Eagle; Grand; Gunnison; Mineral; Moffat; Pitkin; Rio Grande; Routt; Saguache; San Juan; Summit; Uintah,CO:Alamosa; CO:Conejos; CO:Costilla; CO:Eagle; CO:Grand; CO:Gunnison; CO:Mineral; CO:Moffat; CO:Pitkin; CO:Rio Grande; CO:Routt; CO:Saguache; CO:Summit; UT:Grand; UT:San Juan; UT:Uintah,"Uta (Tabeguache, Muache, Capote, Weeminuchi, Yampa, Grand River, and Uintah bands)","Ute Mountain Ute Tribe, Colorado, New Mexico, & Utah","Ceded by treaty, March 2, 1868",CO; UT,1868,18680302,"18,962,700","$1,981,978.22",$0.10 ,,YES,0.04615202,"$42,944,560.58",$2.26,Calculated in GIS,"Ute Indians v. United States, 45 Ct. Cl. 440 Court: Court of Claims Date: May 23, 1910","Payment expended under articles 11, 12, 13",2 Hodge 875-76,Tiller 369,1868/03/02 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/848/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=998,,,,,,,,,,,,,"Colorado 1, Utah 1",Colorado 1,Utah 1,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=9,https://www.loc.gov/resource/g3701em.gct00002/?sp=58,,,,,,,3707586,1.24E+11,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1698,0.012350009,1698
516,516,516,ND,Adams; Bowman; Grant; Hettinger; Morton; Sioux; Slope; Stark,ND:Adams; ND:Bowman; ND:Grant; ND:Hettinger; ND:Morton; ND:Sioux; ND:Slope; ND:Stark,Sioux,"Assiniboine and Sioux Tribes of the Fort Peck Indian Reservation, Montana; Cheyenne River Sioux Tribe of the Cheyenne River Reservation, South Dakota; Crow Creek Sioux Tribe of the Crow Creek Reservation, South Dakota; Flandreau Santee Sioux Tribe of Sou","Ceded by treaty, April 29, 1868",ND,1868,18680429,"48,142,000",$0.00,$0.00 ,,YES,0.04615202,$0.00,$0.00,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",,,,1868/04/29 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/848/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=1006,,,,,,,,,,,,,Dakota 1,Dakota 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=11,,,,,,,,1066044.556,36340051692,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1699,0.013650294,1699
517,517,517,MT; WY,Big Horn; Custer; Gallatin; Garfield; Golden Valley; Meagher; Powder River; Prairie; Rosebud; Sweet Grass; Treasure; Yellowstone,MT:Big Horn; MT:Custer; MT:Garfield; MT:Golden Valley; MT:Powder River; MT:Prairie; MT:Rosebud; MT:Sweet Grass; MT:Treasure; MT:Yellowstone; WY:Gallatin; WY:Meagher,Crow,Crow Tribe of Montana,"Ceded by treaty, May 7, 1868",MT; WY,1868,18680507,"30,530,765","$1,111,768.07",$0.04 ,,YES,0.04615202,"$24,089,261.30",$0.79,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",,"DeMallie 695, 698",Tiller 476,1851/09/17 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/786/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=602,1868/05/07 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/848/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=1016,,,,,,,,,,"Montana 1, Wyoming 1",Montana 1,Wyoming 1,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=39,https://www.loc.gov/resource/g3701em.gct00002/?sp=66,,,,,,,3597252.082,2.44E+11,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1700,0.013326571,1700
519,519,519,NM; UT,Cibola; Los Alamos; McKinley; Rio Arriba; San Juan; Santa Fe; Taos,NM:Cibola; NM:Los Alamos; NM:McKinley; NM:Rio Arriba; NM:San Juan; NM:Santa Fe; NM:Taos; UT:San Juan,Navaho,"Navajo Nation, Arizona, New Mexico & Utah","Ceded by treaty, June 1, 1868",NM; UT,1868,18680601,"21,837,700","$2,080,414.10",$0.10 ,,YES,0.04615202,"$45,077,422.37",$2.06,Calculated in GIS,"The Navajo Tribe v. The United States of America, Docket No. 229 Before the United States Court of Claims, Accountant's Report on the General Accounting Office Reports and the Supporting Documents used in their Preparation, September 20, 1979, Schedule B",,2 Hodge 41-45,Tiller 225,1868/06/01 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/848/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=1023,,,,,,,,,,,,,"Utah 1, Arizona 1, New Mexico 1",Utah 1,Arizona 1,New Mexico 1,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=58,https://www.loc.gov/resource/g3701em.gct00002/?sp=3,https://www.loc.gov/resource/g3701em.gct00002/?sp=44,,,,,,2680354.433,1.46E+11,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1701,0.013976714,1701
520,520,520,CO; ID; MT; UT; WY,Bannock; Bear Lake; Beaverhead; Bingham; Blaine; Bonneville; Box Elder; Butte; Cache; Carbon; Caribou; Cassia; Clark; Custer; Daggett; Davis; Franklin; Fremont; Jackson; Jefferson; Lemhi; Lincoln; Madison; Moffat; Morgan; Natrona; Oneida; Park; Power; Ro,CO:Jackson; CO:Moffat; CO:Routt; ID:Bannock; ID:Bear Lake; ID:Bingham; ID:Blaine; ID:Bonneville; ID:Butte; ID:Caribou; ID:Cassia; ID:Clark; ID:Custer; ID:Franklin; ID:Fremont; ID:Jefferson; ID:Lemhi; ID:Madison; ID:Oneida; ID:Power; ID:Teton; MT:Beaverhe,Bannock; Shoshoni,Confederated Tribes of the Goshute Reservation; Shoshone-Bannock Tribes of the Fort Hall Reservation of Idaho,"Ceded by treaty, July 3, 1868",CO; ID; MT; UT; WY,1868,18680703,"44,672,000","$1,182,080.00",$0.03 ,,YES,0.04615202,"$25,612,746.73",$0.57,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",,Tiller (2nd Ed) 569; Tiller 391-92,Waldman 33-34,1868/07/03 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/850/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=1028,,,,,,,,,,,,,"Wyoming 1, Colorado 1, Utah 1, Idaho",Wyoming 1,Colorado 1,Utah 1,Idaho,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=66,https://www.loc.gov/resource/g3701em.gct00002/?sp=9,https://www.loc.gov/resource/g3701em.gct00002/?sp=58,https://www.loc.gov/resource/g3701em.gct00002/?sp=16,,,,,3363357.273,3.35E+11,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1702,0.012676429,1702
523,,,,,,,,,,1869,186907.13,"2,776,230",$0.00,$0.00 ,,YES,0.04420429,$0.00,$0.00,Treaty text ,Treaty text ,Executive Order placing never occupied reservation in public domain. Correct date 1869.07.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1703,0.012676429,1703
524,,,,,,,,,,,,,,,,NO,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704,0.014950578,1704
525,,,,,,,,,,,,,,,N/A,NO,#N/A,,,,,Not a cession. Created Cheyenne and Arapahoe Reservation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705,0.013650294,1705
529,529,529,MT; ND; WY,Bowman; Campbell; Carter; Crook; Fallon; Grant; Mercer; Morton; Oliver; Powder River; Slope; Stark,MT:Carter; MT:Fallon; MT:Powder River; ND:Bowman; ND:Grant; ND:Mercer; ND:Morton; ND:Oliver; ND:Slope; ND:Stark; WY:Campbell; WY:Crook,Arikara; Gros Ventre; Mandan,"Fort Belknap Indian Community of the Fort Belknap Reservation of Montana; Three Affiliated Tribes of the Fort Berthold Reservation, North Dakota","Seized by executive order, April 12, 1870",MT; ND; WY,1870,18700412,"4,686,612",$0.00,$0.00 ,,YES,0.042577585,$0.00,$0.00,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",,1 Hodge 83-84; DeMallie 677; Tiller 591,Tiller 481; Tiller 591,1851/09/17 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/786/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=602,1870/04/12 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/852/mode/2up,,,,,,,,,,,"Dakota 1, Wyoming 1, Montana 1",Dakota 1,Wyoming 1,Montana 1,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=11,https://www.loc.gov/resource/g3701em.gct00002/?sp=66,https://www.loc.gov/resource/g3701em.gct00002/?sp=39,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/529c.pdf,1744931.195,37544164367,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1706,0.014626856,1706
532,532,532,ID; MT; WA,Bonner; Boundary; Kootenai; Lincoln; Mineral; Pend Oreille; Sanders; Shoshone,ID:Bonner; ID:Boundary; ID:Kootenai; ID:Shoshone; MT:Lincoln; MT:Mineral; MT:Sanders; WA:Pend Oreille,Methow; Okanagan,"Confederated Tribes of the Colville Reservation, Washington","Seized without treaty/agreement, January 1, 1871",ID; MT; WA,1871,18710101,"5,007,680",$0.00,$0.00 ,,YES,0.039653293,$0.00,$0.00,Calculated in GIS,"Royce,""Schedule of Indian Land Cessions,"" 857",,1 Hodge 850; 2 Hodge 114-15; 2 Hodge 114-15,Tiller 733,1871/01/01 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/856/mode/2up,,,,,,,,,,,,,,"Montana 1, Idaho, Washington 1",Montana 1,Idaho,Washington 1,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=39,https://www.loc.gov/resource/g3701em.gct00002/?sp=16,https://www.loc.gov/resource/g3701em.gct00002/?sp=60,,,,,,1676565.891,44925838538,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1707,0.013976714,1707
533,533,533,WA,Pend Oreille; Spokane; Stevens,WA:Pend Oreille; WA:Spokane; WA:Stevens,Methow; Okanagan,"Confederated Tribes of the Colville Reservation, Washington","Seized by executive order (former reservation), July 2, 1872",WA,1872,18720409,"2,250,160",$0.00,$0.00 ,,YES,0.039653293,$0.00,$0.00,Calculated in GIS,"""Executive Orders Relating to Indian Reserves, from May 14, 1855 to July 1, 1902"" (Washington: GPO, 1902), p. 125",EO does not articulate payment,1 Hodge 850; 2 Hodge 114-15,Tiller 733,1872/04/09 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/856/mode/2up,,1872/07/02 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/858/mode/2up,,,,,,,,,,,Washington 1,Washington 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=60,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/FedStatIndianLand/533c.pdf,,725324.4092,20495056138,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1708,0.011699866,1708
536,536,536,WA,Okanogan; Perry; Stevens,WA:Okanogan; WA:Perry; WA:Stevens,Methow; Okanagan,"Confederated Tribes of the Colville Reservation, Washington",Unceded (on present-day reservation),WA,1872,18720702,"2,923,290",$0.00,$0.00 ,,YES,0.039653293,$0.00,$0.00,Calculated in GIS,N/A (present day reservation),,1 Hodge 850; 2 Hodge 114-15,Tiller 733,1872/07/02 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/858/mode/2up,,,,,,,,,,,,,,Washington 1,Washington 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=60,,,,,,,http://ops.libs.uga.edu/ehistory/InvasionOfAmerica/ExecOrdersIndianLand/536r.pdf,869340.3926,26323629922,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1709,0.014626856,1709
538,538,538,ND; SD,Barnes; Benson; Brown; Cass; Codington; Day; Dickey; Eddy; Foster; Griggs; Lamoure; Marshall; Nelson; Ramsey; Richland; Sargent; Stutsman; Wells,ND:Barnes; ND:Benson; ND:Cass; ND:Dickey; ND:Eddy; ND:Foster; ND:Griggs; ND:Lamoure; ND:Nelson; ND:Ramsey; ND:Richland; ND:Sargent; ND:Stutsman; ND:Wells; SD:Brown; SD:Codington; SD:Day; SD:Marshall,"Sioux, Sisseton","Sisseton-Wahpeton Oyate of the Lake Traverse Reservation, South Dakota","Ceded by agreement, September 20, 1872",ND; SD,1872,18720920,"9,286,441","$800,000.00",$0.09 ,,YES,0.039653293,"$20,174,869.04",$2.17,"Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017.","Lee, ""Federal Disbursements for Indian Title in the Louisiana Territory, 1804-2012"" MEAD, February 2017",,,,1867/02/19 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/858/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=964,1872/09/20 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/858/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=1065,1873/02/14 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/874/mode/2up,https://babel.hathitrust.org/cgi/pt?id=uc1.31210003349790;view=1up;seq=1065,1874/06/22 07:00:00.000,https://archive.org/stream/annualreportofbu218smit#page/874/mode/2up,,,,,Dakota 1,Dakota 1,,,,,,https://www.loc.gov/resource/g3701em.gct00002/?sp=11,,,,,,,,1948550.033,53697459058,"USFS, ï¿½Tribal Lands Ceded to the United Statesï¿½ (Royce attributes); Claudio Saunt, ï¿½Invasion of Americaï¿½ (Royce polygons)",,,,,,,,,,,,,,,1710,0.013326571,1710
