,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,county,township,range,section,data_source,geometry
1743,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,320.0,320.66,surface,Apache,15N,29E,30,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.30465905648242 34.685239511363115, -109.30463667495711 34.68159161042718, -109.30461437517847 34.67795643316139, -109.30459210414597 34.67432125663327, -109.3002252902436 34.67429866345353, -109.29585847634124 34.6742760998186, -109.29587058293632 34.67792533288757, -109.295882659887 34.68157459279027, -109.2958947673804 34.68522382483215, -109.29590684612772 34.688873084386245, -109.30029412904214 34.68888026104961, -109.30468141195657 34.688887438451076, -109.30465905648242 34.685239511363115))"
1744,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,639.85,642.33,surface,Apache,15N,29E,28,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.26092288265242 34.67395675671848, -109.26090418871136 34.67760076320532, -109.26088546692252 34.681244741585516, -109.26086677298146 34.684888719903704, -109.26084807993873 34.68853272693823, -109.26524747483812 34.68857206947842, -109.2696468984836 34.688611440807094, -109.2740462924847 34.68865078330982, -109.27760086408018 34.68868260564382, -109.27844762954174 34.687375850828, -109.2784510242752 34.68504245076458, -109.27845635936967 34.68139474798528, -109.27846169536247 34.6777470743645, -109.27846703135526 34.67409937083304, -109.27408099350582 34.674063724161066, -109.26969495655467 34.67402807747381, -109.26530892050187 34.67399243150993, -109.26092288265242 34.67395675671848))"
1745,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,640.0,639.84,surface,Apache,15N,29E,20,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.28717628067979 34.68878161880556, -109.282810998405 34.688735885607976, -109.2784457170285 34.688690153862396, -109.2784363242439 34.69233413464059, -109.27842693415423 34.69597811600723, -109.2784175692174 34.6996220957179, -109.27840817822941 34.70326607595939, -109.28279448557345 34.70330106164229, -109.28718079291747 34.70333604583336, -109.2915671002615 34.70337102853262, -109.29595338155437 34.70340601417115, -109.29594174657481 34.699772782253554, -109.29593011339189 34.69613954885665, -109.29591847841235 34.69250631622462, -109.29590684612772 34.688873084386245, -109.29154156295458 34.68882735197786, -109.28717628067979 34.68878161880556))"
1746,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,640.0,660.87,surface,Apache,14N,29E,26,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.23551466096686 34.5856524625915, -109.23105920849876 34.585649737299235, -109.22660378567511 34.585647040110274, -109.22656242903605 34.589338821840265, -109.22652107149868 34.59303060445166, -109.22647971485965 34.59672241453529, -109.2264383582206 34.60041419586072, -109.23086969541487 34.600426144346244, -109.23530100565968 34.600438091351286, -109.23973234375225 34.600450066452936, -109.24416365399709 34.60046201419391, -109.24422912501163 34.596760981331784, -109.24429459422953 34.593059948467584, -109.24436006524407 34.589358916371, -109.24442553446197 34.58565788359316, -109.23997008379054 34.585655159780224, -109.23551466096686 34.5856524625915))"
1747,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,969.82,973.62,surface,Apache,12N,29E,6,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.30525659245322 34.46173218658446, -109.30529761851223 34.46538004629496, -109.30533867421566 34.469027903606005, -109.3053591719738 34.47266520762008, -109.30537969668143 34.47630251158013, -109.3054001944396 34.47993978657786, -109.30541389374766 34.48290991223229, -109.3091560102183 34.482914475050734, -109.30983585702195 34.48291529031575, -109.31355149834454 34.482919826476724, -109.31425784634737 34.482911779714975, -109.31791425994665 34.48286026250185, -109.31861494137668 34.48285038305276, -109.32227702154877 34.48279656143455, -109.32378886191741 34.48277432562099, -109.32378241111536 34.479971813337265, -109.323771545992 34.47632848808146, -109.32376067997032 34.47268513555699, -109.32374984179644 34.469041810593275, -109.32372811334635 34.4653824029874, -109.32370638489624 34.46172299493356, -109.31835271326378 34.46172777000003, -109.31398254325552 34.46173291021399, -109.30961956785437 34.46173254876957, -109.30525659245322 34.46173218658446), (-109.31809021385965 34.477946548690696, -109.31921265790886 34.47793947449384, -109.31914768725592 34.48028996242455, -109.3180249521526 34.48028613922223, -109.31809021385965 34.477946548690696))"
1748,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,248.63,251.43,surface,Apache,12N,29E,18,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.32339948176764 34.44339596322959, -109.31806529459368 34.44339183904303, -109.31799164891007 34.439724208314, -109.31361234932355 34.439723671931326, -109.31368563208781 34.44338827566272, -109.30930374804825 34.443386268760946, -109.30923121717389 34.43972299552609, -109.30485008502421 34.43972215464997, -109.30492183616089 34.443384122583524, -109.30499361514536 34.44704609150041, -109.30937627802427 34.44704948582344, -109.31375894269983 34.447052880146316, -109.3181389402773 34.44705980361634, -109.32345476768349 34.44706728564521, -109.32339948176764 34.44339596322959))"
1749,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,640.0,643.22,surface,Apache,14N,27E,28,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.49299397025716 34.590026834154386, -109.49199068054386 34.58644460474824, -109.49098741778006 34.58286237400386, -109.48628361706854 34.58289274815937, -109.48157984600142 34.582923122303775, -109.476876074036 34.5829534964371, -109.47217227332446 34.58298384393421, -109.4737114314609 34.58658603004478, -109.4752505626479 34.59018818794714, -109.47678971898772 34.59379034645722, -109.4783288492764 34.597392533646676, -109.48249675192034 34.59734220308082, -109.486664685107 34.59729190058399, -109.49083261649704 34.597241570696646, -109.49500052183595 34.59719126813881, -109.49399723212267 34.593609037792056, -109.49299397025716 34.590026834154386))"
1750,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,317.51,322.93,surface,Apache,14N,27E,30,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.5235697137837 34.5901994612399, -109.5277429623019 34.5902231030545, -109.52738605804625 34.58649915294923, -109.5270291528923 34.58277520235682, -109.52273337866092 34.582789332948764, -109.51830340960083 34.5828036284667, -109.51382860562491 34.58281006215154, -109.50935380254728 34.582816496575525, -109.50996953838575 34.58647073254077, -109.5105852751225 34.59012496977171, -109.51492077375407 34.590150003391024, -109.51925627238563 34.590174871349554, -109.5235697137837 34.5901994612399))"
1751,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,40.0,39.44,surface,Apache,13N,28E,8,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.38443477982355 34.551483437178064, -109.38444072936566 34.55512565342613, -109.38874390122342 34.55503064668597, -109.38874589727997 34.55139301420319, -109.38443477982355 34.551483437178064))"
1752,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,40.0,39.42,surface,Apache,13N,28E,8,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.39306695818829 34.54766917883261, -109.3930570084482 34.55130239580456, -109.39736810524337 34.55121180542235, -109.3973860212434 34.547582921802544, -109.39306695818829 34.54766917883261))"
1753,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,743.94,761.0,surface,Apache,12N,28E,6,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.41155569170057 34.46198547060842, -109.41158776425117 34.4656872889571, -109.41161986375121 34.469389136442345, -109.411635767525 34.47305442841841, -109.41165169914656 34.4767197489906, -109.41168244129221 34.4818249651083, -109.41500308350288 34.481776792744114, -109.41613123454908 34.481760427981044, -109.41893716455986 34.48171741011299, -109.42068584844812 34.48169725848454, -109.42386725268808 34.481659914203014, -109.42500056455557 34.48164813007646, -109.42708594509718 34.481625049059645, -109.42703583976557 34.476707501333806, -109.42700781861691 34.473048158800346, -109.42697979746825 34.46938881650449, -109.42692438488996 34.46569864281009, -109.42686899926112 34.46200844003298, -109.4247721265721 34.462005410723826, -109.42037717653672 34.46199893955621, -109.41596642064391 34.46199219138032, -109.41155569170057 34.46198547060842), (-109.4226646052537 34.47426163438178, -109.42265724445825 34.47508659373386, -109.42166245640081 34.47508051088614, -109.42166914705307 34.47425554332784, -109.4226646052537 34.47426163438178))"
1754,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,640.0,649.09,surface,Apache,12N,28E,22,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.36709063113726 34.43221022822769, -109.37146481481821 34.43219104711676, -109.37583896885475 34.43217186674231, -109.37581671938182 34.42849667181712, -109.37579444026444 34.42482147831448, -109.3757721907915 34.421146311458656, -109.37574991257243 34.41747111718545, -109.37136020780001 34.41749254337171, -109.36697050392588 34.417513968070395, -109.36258079915346 34.41753539350461, -109.35819106653325 34.417556847093444, -109.35822889369155 34.42122976932442, -109.35826669390039 34.424902720652284, -109.35830449321091 34.428575641026356, -109.35834229252144 34.43224856376304, -109.3627164762024 34.43222941007515, -109.36709063113726 34.43221022822769))"
1755,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,40.0,40.54,surface,Apache,12N,28E,14,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.34087798877601 34.43598394244668, -109.34092475417138 34.43966261985723, -109.34529577488422 34.439651990730084, -109.345252369188 34.43597159249735, -109.34087798877601 34.43598394244668))"
1756,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,640.0,629.98,surface,Apache,13N,27E,8,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.50002334484755 34.55347221762482, -109.50415275737654 34.55344611719338, -109.50828213487121 34.55342001823349, -109.50821248579228 34.54970815240794, -109.50814283671336 34.54599631115538, -109.5080731615833 34.54228447083096, -109.50800351160605 34.538572604085914, -109.5036469142434 34.53865097262953, -109.49929023962567 34.53872940399778, -109.49493339253137 34.53880796996856, -109.49057654723373 34.538886535125165, -109.49087343684187 34.54254608842559, -109.49117032555169 34.54620564213353, -109.49146721515983 34.549865195480024, -109.49176410386966 34.553524776550276, -109.49589371043473 34.553498497831555, -109.50002334484755 34.55347221762482))"
1757,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,640.0,691.17,surface,Apache,13N,26E,12,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.5257675957382 34.545684054730806, -109.52600210902796 34.54939050504204, -109.52623662231771 34.55309695377473, -109.5310869211841 34.55274242567143, -109.53593722005047 34.55238789679735, -109.54078751712021 34.55203339674698, -109.54563781418994 34.55167886781115, -109.54522207297815 34.54820383369058, -109.5448063578175 34.54472882685214, -109.54439061660568 34.541253820685554, -109.54397490234332 34.53777878561636, -109.53930580534788 34.537901898318125, -109.53463673440353 34.538024983458335, -109.52996766435753 34.538148069156556, -109.52529856646373 34.538271181312204, -109.52553308065181 34.54197763172922, -109.5257675957382 34.545684054730806))"
1758,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,642.22,666.04,surface,Apache,13N,27E,6,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.51666532539201 34.567997728206045, -109.52107831898817 34.56793932501073, -109.52119012600339 34.56793785518452, -109.52560184039861 34.56787950668655, -109.5257085512712 34.56420634050438, -109.52581528819495 34.56053320072939, -109.52602594223076 34.55681509153932, -109.52623662231771 34.55309695377473, -109.52174541151145 34.55317393621584, -109.51729931050548 34.553250056658165, -109.51279073616307 34.553335038229065, -109.50828213487121 34.55342001823349, -109.50805944880048 34.55711935463549, -109.50783676362809 34.56081871666161, -109.50773493959062 34.56448094284186, -109.50763461484138 34.56811725368336, -109.51214997056584 34.568057490226415, -109.51666532539201 34.567997728206045))"
1759,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,160.0,159.04,surface,Apache,13N,27E,12,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.4366994143322 34.55439831005552, -109.43665627902888 34.55079556087712, -109.43661314282726 34.5471927851827, -109.43657000842225 34.54359003553224, -109.43652690096673 34.53998725941905, -109.43218977907944 34.54001618557605, -109.43220969113604 34.54362276741605, -109.43222960319261 34.54722926697043, -109.43224948740142 34.550835598396866, -109.43226940125464 34.55444187562484, -109.4366994143322 34.55439831005552))"
1760,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,320.0,330.92,surface,Apache,13N,27E,14,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.44547755096431 34.53986089910877, -109.44995515498897 34.539774081227144, -109.45443278506478 34.539687234396, -109.45447643689938 34.53600331432026, -109.45452008693736 34.53231936739342, -109.45006629096267 34.53240151971396, -109.44561249229302 34.53248353430658, -109.44115961080327 34.53256535270896, -109.43670673021187 34.5326470333844, -109.43661680166542 34.53631714700804, -109.43652690096673 34.53998725941905, -109.44100222686383 34.53992407928791, -109.44547755096431 34.53986089910877))"
1761,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,120.0,120.0,surface,Apache,13N,27E,24,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.42381512255383 34.525516010217835, -109.42817227777026 34.52544627588915, -109.43252943298668 34.52537651337826, -109.4325298273471 34.52173045884188, -109.42815883717697 34.52180330483386, -109.4237878488035 34.52187612411742, -109.41941688558282 34.52194880345279, -109.4194579682357 34.525585743748074, -109.42381512255383 34.525516010217835))"
1762,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,160.0,162.69,surface,Apache,13N,27E,22,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.4723743655173 34.52461658217546, -109.47236085036386 34.520969549956156, -109.4723473352104 34.51732251941423, -109.47233382005693 34.51367548835806, -109.4723203058018 34.51002842868744, -109.46790944929768 34.510084306129656, -109.46791524163463 34.51373847596694, -109.46792103576823 34.51739253366711, -109.46792682810518 34.521046482176544, -109.46793262223876 34.5247003192604, -109.4723743655173 34.52461658217546))"
1763,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,646.76,652.06,surface,Cochise,12S,28E,1,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.4494503134774 32.4197191997619, -109.44952356300398 32.416224745110945, -109.44959680983561 32.4127302916221, -109.44522073699763 32.4127828789605, -109.44084469200739 32.41283549660286, -109.4364686191694 32.412888083880006, -109.43209254543308 32.412940672643145, -109.43206404727903 32.416597958813334, -109.43203554912495 32.42025521655408, -109.43200563432767 32.42391383499574, -109.4319756907843 32.42757064904807, -109.43631084895436 32.42746644848055, -109.44064600892105 32.42736227508942, -109.44497955641181 32.42726349117332, -109.4493131039026 32.42716467909397, -109.44938640103987 32.423285569812, -109.4494503134774 32.4197191997619))"
1764,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,640.0,645.55,surface,Cochise,12S,28E,9,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.49265149743655 32.39816223926943, -109.48834445743319 32.39815377074914, -109.48403744348097 32.39814532877521, -109.48402484640576 32.401787996043126, -109.48401224933052 32.40543068925787, -109.48399967920474 32.409073355301985, -109.4839870812312 32.412716022211676, -109.48829173800414 32.41270887764685, -109.49259639298039 32.412701733839825, -109.49690104795667 32.41269458851555, -109.5012056705936 32.41268743864047, -109.50122065359423 32.40906035790276, -109.50123560784874 32.40543327776934, -109.5012505908494 32.401806196749746, -109.50126554510392 32.39817911638695, -109.49695853833822 32.39817068048328, -109.49265149743655 32.39816223926943))"
1765,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,321.54,321.02,surface,Cochise,20S,19E,19,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-110.43968904898067 31.672367446410234, -110.43514344787889 31.67236586231606, -110.4351608698055 31.67961907809784, -110.45217513555991 31.679626090530313, -110.45218986164235 31.673145007833384, -110.45218985355751 31.67236883784422, -110.43968904898067 31.672367446410234))"
1766,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,320.0,321.66,surface,Cochise,17S,27E,26,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.55917626724306 31.92696107222315, -109.55916957479421 31.930598605885816, -109.5591629110914 31.934236111516892, -109.563423421058 31.934265695671943, -109.56768393102459 31.9342952821046, -109.57194444099117 31.9343248662406, -109.57620495185608 31.934354422922134, -109.57621428445356 31.930708557032855, -109.57622359099992 31.92706266244893, -109.57196110653632 31.927037466753713, -109.56769865081884 31.92701215897584, -109.56343744375958 31.92698668574573, -109.55917626724306 31.92696107222315))"
1767,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,320.0,321.29,surface,Cochise,21S,24E,10,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.90301813021996 31.619601228435723, -109.90301212588061 31.615970059909472, -109.90300609279515 31.612338862936024, -109.89875486332377 31.61233769092853, -109.89450363475072 31.612336519686, -109.89025240348269 31.612335349208532, -109.88600120185906 31.612334177201003, -109.88600248195837 31.615968376170656, -109.88600379170204 31.619602601535757, -109.89025738284431 31.619602466903107, -109.8945109748849 31.61960219304804, -109.8987645390777 31.619601779205635, -109.90301813021996 31.619601228435723))"
1768,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,320.0,323.75,surface,Cochise,23S,26E,22,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.69009491406894 31.4085685771337, -109.69007700076386 31.412212589227053, -109.69005911530654 31.415856600084595, -109.69004122984924 31.419500333705336, -109.69002331654416 31.42314406836028, -109.69429231379354 31.423178592304343, -109.69856128139853 31.423213117768803, -109.69857841676257 31.419578522108996, -109.6985955808727 31.415943925125543, -109.69861274318622 31.412309329910453, -109.69862987944857 31.40867473265599, -109.69436238328402 31.408621654909844, -109.69009491406894 31.4085685771337))"
1769,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,314.88,313.52,surface,Cochise,17S,27E,3,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.57619014672188 31.98522436744334, -109.57620306359735 31.988851789317245, -109.57622331431878 31.992391631656286, -109.5803766202377 31.992392302108726, -109.58047734383892 31.992392301346833, -109.584642121244 31.992393056367703, -109.58473226179287 31.992393054843976, -109.58890837324188 31.992407337765222, -109.58896876248686 31.99240753128218, -109.5931753456886 31.992421867532585, -109.59320501344918 31.992421951339107, -109.593178429605 31.98893516325775, -109.59315732009412 31.985309489515437, -109.58891690094886 31.985288431871325, -109.58467648360023 31.985267234025972, -109.58043331561022 31.985245870073477, -109.57619014672188 31.98522436744334))"
1770,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,616.04,616.78,surface,Cochise,23S,30E,19,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.33177440329625 31.42200207732213, -109.33600234124893 31.42200744413413, -109.33855423847714 31.422010623899222, -109.3385530607858 31.41837509467313, -109.33855188399279 31.414739594724953, -109.33855070899641 31.41110409418361, -109.33854953130506 31.407468565473494, -109.33602313455282 31.40746682813874, -109.33179063944671 31.40746407263069, -109.32755806169556 31.407461289521468, -109.32755515564561 31.41109540247937, -109.3233226614378 31.41109217404421, -109.32332167059603 31.41472542496667, -109.31909114819027 31.41472116936228, -109.31909207614994 31.41835350546774, -109.31909303195742 31.42198586726354, -109.32331969340409 31.42199129080328, -109.32754635215582 31.42199673887318, -109.33177440329625 31.42200207732213))"
1771,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,240.0,240.77,surface,Cochise,18S,27E,26,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.56356601154137 31.839762686468152, -109.5635651797014 31.84339285986135, -109.56782670745922 31.843397137871982, -109.5720891227525 31.843401415882465, -109.5720897327086 31.839770549129074, -109.57209034266467 31.836139542539605, -109.56782812140746 31.83613598768033, -109.56782884275462 31.832505286834785, -109.56356767522126 31.832502064592003, -109.56356684338132 31.83613243129459, -109.5593055384057 31.83612870777387, -109.55930459607296 31.83975854794413, -109.56356601154137 31.839762686468152))"
1772,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,440.0,441.57,surface,Cochise,18S,28E,20,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.51689598490921 31.85783229065974, -109.51689730992425 31.854198285956738, -109.52115911166821 31.854209035430785, -109.52115954735113 31.850573030662968, -109.52542043371182 31.850581920998458, -109.52542001060533 31.846944137176415, -109.52115998393235 31.84693694282498, -109.51689995815772 31.846929720238908, -109.51264126638125 31.846922497652226, -109.5083825737065 31.846915302536008, -109.50837944487435 31.850545807200294, -109.50837631694053 31.854176312404082, -109.5083731593623 31.857806817358487, -109.50837002963186 31.86143732203766, -109.51263233083911 31.861451794692478, -109.51689463204639 31.861466294811667, -109.51689598490921 31.85783229065974))"
1773,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,160.0,160.66,surface,Cochise,18S,28E,21,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.4998471061686 31.846903556387428, -109.49984661838342 31.85053347854095, -109.49984610185211 31.85416342722273, -109.50411120849802 31.854169922080764, -109.50837631694053 31.854176312404082, -109.50837944487435 31.850545807200294, -109.5083825737065 31.846915302536008, -109.50411485386144 31.846909413055617, -109.4998471061686 31.846903556387428))"
1774,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,480.0,492.21,surface,Cochise,21S,27E,25,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.56175000880403 31.576410374784654, -109.56174906197973 31.572762751760827, -109.56174814390148 31.56911513144256, -109.5574407319956 31.569111522709065, -109.55313329403857 31.56910791397548, -109.54882588303101 31.56910430600707, -109.54451847292175 31.569100698038547, -109.54452129093681 31.571366349275017, -109.5445230300752 31.572768627298863, -109.544525793293 31.575001778679045, -109.54452758812693 31.576436556140557, -109.54447610028812 31.578637207898456, -109.54444175589816 31.58010551307721, -109.54439107384816 31.582272638438145, -109.54435670161045 31.583774497775835, -109.5487055015964 31.583757270407936, -109.54875811143101 31.58009381496487, -109.55307405014558 31.580081948488818, -109.5574124889631 31.580070055991595, -109.55742190330726 31.576417183774623, -109.56175000880403 31.576410374784654))"
1775,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,320.0,322.14,surface,Cochise,21S,28E,25,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.45663768735324 31.578716172510212, -109.45663637221966 31.575082371153226, -109.45663502834002 31.57144854141989, -109.45663371410474 31.567814740736303, -109.45237098260446 31.5678164444802, -109.44810825200248 31.567818147458727, -109.44811118051032 31.57145122781161, -109.4481141063232 31.57508427987115, -109.44811700698324 31.578717054894323, -109.44811993369443 31.58234985669792, -109.45237946809061 31.58234990031798, -109.4566390024868 31.582349974548617, -109.45663768735324 31.578716172510212))"
1776,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,480.0,487.76,surface,Cochise,22S,27E,35,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.57904450850288 31.4776313574634, -109.57906403158894 31.47395360655831, -109.57908355647164 31.47027583065537, -109.5791030795577 31.466598053530806, -109.57485300082821 31.466603077590538, -109.57060295084477 31.466608102416252, -109.56635287121696 31.466613127241672, -109.56210279338578 31.466618123716987, -109.56208188060594 31.470285732038903, -109.56206096692783 31.47395334070324, -109.56204005414803 31.4776209504497, -109.56629074373191 31.477623620388172, -109.57054143331581 31.477626180771026, -109.57479298438408 31.477628852241573, -109.57904450850288 31.4776313574634))"
1777,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,160.0,161.88,surface,Cochise,22S,27E,30,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.63004840152772 31.481301525075626, -109.6300388506396 31.484953112661994, -109.6300292988532 31.488604674161706, -109.63428946027345 31.48862259626866, -109.63854962349033 31.488640378188222, -109.63855145335857 31.48498731736557, -109.63855328232847 31.481334283199267, -109.63430084192811 31.48131788958312, -109.63004840152772 31.481301525075626))"
1778,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,416.07,429.36,surface,Cochise,22S,27E,28,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.59605022319408 31.488584296148886, -109.59603067136192 31.492239519874268, -109.59601111952976 31.4958947439882, -109.60026414293677 31.495904195332542, -109.60451716724208 31.49591364514395, -109.60877127222068 31.495923068145355, -109.61302537899594 31.495932517954863, -109.61303709841714 31.492264376676737, -109.6130488160417 31.488596234775464, -109.61306056331065 31.484928092277325, -109.61307228093523 31.481259950740696, -109.6088260083676 31.48126341807835, -109.6088005249596 31.48859348012041, -109.60454843669882 31.488590557704015, -109.60294536881979 31.48859031640355, -109.5993998261912 31.48593936215891, -109.59607017477653 31.488496228335233, -109.59605022319408 31.488584296148886))"
1779,AZ,36 Stat. 557-579 (1910),UNIVERSITY,State Land Department,University of Arizona,640.0,652.69,surface,Cochise,23S,26E,28,https://server.azgeo.az.gov/arcgis/rest/services/azland/State_Trust_Parcels/MapServer/0,"POLYGON ((-109.70717535511704 31.393996591725614, -109.70292319319438 31.393975430923746, -109.69867100252563 31.393954270117185, -109.69866072939206 31.39763439362021, -109.69865045536017 31.401314487870202, -109.69864015258214 31.40499461034784, -109.69862987944857 31.40867473265599, -109.70288676291636 31.408694395105048, -109.7071436212313 31.408714085917403, -109.7114018386973 31.408734387007996, -109.71566002921382 31.40875468886088, -109.7156649421001 31.405075730496858, -109.7156698549864 31.401396800423612, -109.71567476697436 31.397717843463013, -109.71567970770843 31.394038912548076, -109.711427517938 31.394017751755815, -109.70717535511704 31.393996591725614))"
