,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,township,range,section,data_source,geometry
929,WY,26 Stat. 222-226 (1890),University Land (trust),Board of Commissioners of Public Lands,University of Wyoming,80.0,79.93,surface,24,62,4,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-104.31035094386266 42.08212402386774, -104.30878726563763 42.082125381942376, -104.3087230495956 42.08212543751856, -104.30546671992994 42.08212819520317, -104.30544962319448 42.08573100304891, -104.310319209125 42.08573241516584, -104.31518876664236 42.08573363240297, -104.31523516888589 42.082119630191386, -104.31035094386266 42.08212402386774))"
930,WY,26 Stat. 222-226 (1890),University Land (trust),Board of Commissioners of Public Lands,University of Wyoming,9.0,7.21,surface,24,62,4,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-104.31531222364632 42.07611553910969, -104.31359715095513 42.07714758489449, -104.3135583256585 42.07778333112413, -104.31292968239029 42.078370953849074, -104.31528322512342 42.07837502524946, -104.31531222364632 42.07611553910969))"
931,WY,26 Stat. 222-226 (1890),University Land (trust),Board of Commissioners of Public Lands,University of Wyoming,44.1,41.97,surface,24,62,4,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/18,"POLYGON ((-104.31528322512342 42.07837502524946, -104.31028238240273 42.07888503512741, -104.31054767341325 42.0801522003875, -104.3087230495956 42.08212543751856, -104.31035094386266 42.08212402386774, -104.31523516888589 42.082119630191386, -104.31528159909786 42.078501766998656, -104.31528322512342 42.07837502524946))"
932,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,170.84,170.71,subsurface,51,103,38,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-109.293344157354 44.4201729112988, -109.3034930329454 44.42019811618977, -109.30344714538597 44.412553315997634, -109.29831435569498 44.412551122637, -109.29314586101857 44.41254889254451, -109.293245207181 44.416368269013695, -109.293344157354 44.4201729112988))"
933,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,3.14,1.45,subsurface,20,80,18,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.4302143333074 41.70686632932756, -106.43099186815839 41.707744574331336, -106.43170375340365 41.70691444124908, -106.4302143333074 41.70686632932756))"
934,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,156.86,150.46,subsurface,20,80,18,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.4302143333074 41.70686632932756, -106.42256835394929 41.706619369729566, -106.4225913707194 41.713600287189166, -106.43207505261361 41.714000724007576, -106.43201381089186 41.70692443270367, -106.43170375340365 41.70691444124908, -106.43099186815839 41.707744574331336, -106.4302143333074 41.70686632932756))"
935,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,80.2,81.71,subsurface,51,103,57,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-109.29831435569498 44.412551122637, -109.30344714538597 44.412553315997634, -109.3033629562861 44.40526912203419, -109.2982284116503 44.40528031547065, -109.29831435569498 44.412551122637))"
936,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,80.0,82.2,subsurface,58,79,28,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.38452295457427 44.971755829032745, -106.37937762845027 44.971841658435984, -106.37933854021819 44.97552623033043, -106.3844860351191 44.9754429293178, -106.38963352827591 44.97535940540809, -106.38966830767816 44.971669777179855, -106.38452295457427 44.971755829032745))"
937,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,165.2,subsurface,58,87,28,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-107.37488413611197 44.96598136705526, -107.36972420112535 44.966003235577, -107.36973865664363 44.969700950937344, -107.36975311018536 44.973398640322074, -107.37491559940005 44.97336894035849, -107.38007811767285 44.97333901880299, -107.38006107983212 44.96964924548995, -107.38004404281072 44.96595947234519, -107.37488413611197 44.96598136705526))"
938,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,80.0,81.76,subsurface,58,79,31,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.4308449183988 44.95607512247243, -106.43082172965971 44.95975461250165, -106.43079851428492 44.96343407468775, -106.43593400549189 44.96329338236275, -106.43595780222867 44.959624809747716, -106.43598157353254 44.9559562093646, -106.4308449183988 44.95607512247243))"
939,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,80.0,82.1,subsurface,57,85,32,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-107.13811101038466 44.87513690305359, -107.13294635274272 44.87513032356217, -107.13319860623837 44.87878777369212, -107.13838562749865 44.87879229749505, -107.14357264690571 44.87879682032278, -107.14327564001422 44.875143260253495, -107.13811101038466 44.87513690305359))"
940,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,161.38,subsurface,57,86,9,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-107.24179080590568 44.92254328862809, -107.2366645005204 44.92257829522048, -107.23657406390458 44.92620530060278, -107.2364836251177 44.929832305746025, -107.24161951471584 44.929797993574894, -107.24675540610293 44.929763431342096, -107.2468362860532 44.926135870812956, -107.24691711064403 44.922508282942054, -107.24179080590568 44.92254328862809))"
941,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,80.0,81.71,subsurface,58,79,31,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.43089121062447 44.94872611484693, -106.43086807907346 44.95240063346267, -106.4308449183988 44.95607512247243, -106.43598157353254 44.9559562093646, -106.43600534327311 44.95229007967272, -106.43602911406465 44.948624285172016, -106.43089121062447 44.94872611484693))"
942,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.0,41.04,subsurface,58,79,34,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.37951422759132 44.95341938461463, -106.37437404394899 44.95352218710509, -106.37434856927975 44.95720378618774, -106.37949475220913 44.95710376124079, -106.37951422759132 44.95341938461463))"
943,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,161.7,subsurface,57,84,10,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.97698866144255 44.922115371611504, -106.97181877319952 44.92214645188482, -106.97182399465217 44.925759579879646, -106.9718292442793 44.929372734883785, -106.97695949512763 44.92935690408844, -106.98208971560014 44.92934082358186, -106.98212413212428 44.92571258490998, -106.98215855094479 44.922084319065156, -106.97698866144255 44.922115371611504))"
944,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,640.0,631.09,subsurface,19,80,26,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.35880478153759 41.58336850664629, -106.3540395801629 41.58339200636126, -106.34927437927718 41.58341547698261, -106.34450920589792 41.58343894941452, -106.34452223576041 41.58704119247338, -106.34453526548303 41.59064346221316, -106.34454829603946 41.59424570548704, -106.34456135334514 41.597847948669816, -106.34935533257352 41.597832336789665, -106.3541493092468 41.597816726687746, -106.35894328753419 41.597801087781825, -106.36373726520632 41.59778547769538, -106.3636954302132 41.594175373435796, -106.36365362405085 41.59056526996956, -106.36361178795411 41.58695516581308, -106.36356995360072 41.58334503428032, -106.35880478153759 41.58336850664629))"
945,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,325.62,subsurface,57,87,22,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-107.35390086057025 44.90032333101819, -107.3487883689935 44.90032840627609, -107.34367593101123 44.90033326043885, -107.33856346690051 44.900337890704684, -107.33868870208093 44.90397546174207, -107.33881396635515 44.90761305950673, -107.343939876428 44.907636957639156, -107.34906575829564 44.90766088360033, -107.35419166903685 44.90768480956771, -107.35931757954533 44.90770873550321, -107.3591654528335 44.90401338448134, -107.35901332600353 44.90031800576603, -107.35390086057025 44.90032333101819))"
946,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,319.73,subsurface,57,81,30,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.66521808482301 44.880246958807, -106.66012536001774 44.88024080816628, -106.66012977427611 44.883858805012224, -106.6601341854999 44.88747677576918, -106.66013859839767 44.89109474565469, -106.66014301004533 44.89471274253162, -106.66523379435833 44.89471922266882, -106.67032455098648 44.89472573167559, -106.67032110793133 44.89110615165887, -106.67031766639694 44.88748657344655, -106.67031422337928 44.883869855296886, -106.67031078191928 44.88025313629737, -106.66521808482301 44.880246958807))"
947,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,38.49,38.44,subsurface,57,81,19,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.67540660935806 44.90196031449111, -106.6754021910986 44.905577199532175, -106.6803380238926 44.90558007117885, -106.68033107545816 44.90517976046618, -106.68027202086762 44.90196396672134, -106.67540660935806 44.90196031449111))"
948,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.81,40.69,subsurface,57,81,18,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.68057895272551 44.920026320771335, -106.67540876840775 44.920027903141914, -106.67541240591922 44.923639008893595, -106.68063731736854 44.923636425704096, -106.68058089914219 44.92013907317864, -106.68057895272551 44.920026320771335))"
949,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,39.53,39.41,subsurface,57,81,18,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.6753977451894 44.90919411223405, -106.67540143823219 44.912805440850356, -106.68046269694965 44.91280625145078, -106.68046016806682 44.912659305777616, -106.68040427691216 44.90919634192272, -106.6753977451894 44.90919411223405))"
950,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.0,40.82,subsurface,57,85,32,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-107.1429786885444 44.87148967237391, -107.14327564001422 44.875143260253495, -107.14843813189006 44.87514958957069, -107.14811662259588 44.871497753135884, -107.1429786885444 44.87148967237391))"
951,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,40.0,41.01,subsurface,57,85,32,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-107.14327564001422 44.875143260253495, -107.14357264690571 44.87879682032278, -107.14875966826563 44.878801343986744, -107.14843813189006 44.87514958957069, -107.14327564001422 44.875143260253495))"
952,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,159.75,subsurface,19,69,22,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-105.1000203489141 41.605136559603025, -105.09516857216086 41.60511352869681, -105.09514909910094 41.60871521806149, -105.0951296538434 41.61231687882718, -105.09997426483193 41.612337965445505, -105.10481887467161 41.61235905220489, -105.10484548686682 41.60875922459752, -105.10487212621534 41.60515939541629, -105.1000203489141 41.605136559603025))"
953,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,80.0,81.75,subsurface,57,85,32,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-107.13783639348999 44.87148137004862, -107.13269409733664 44.87147284654891, -107.13294635274272 44.87513032356217, -107.13811101038466 44.87513690305359, -107.14327564001422 44.875143260253495, -107.1429786885444 44.87148967237391, -107.13783639348999 44.87148137004862))"
954,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,330.21,subsurface,57,85,32,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-107.13727501582305 44.86392405361258, -107.13295819949015 44.864148131397634, -107.13218956242633 44.86415791806788, -107.13244184492751 44.8678153678808, -107.13269409733664 44.87147284654891, -107.13783639348999 44.87148137004862, -107.1429786885444 44.87148967237391, -107.14811662259588 44.871497753135884, -107.15325458349106 44.87150558258809, -107.15290854659051 44.86785544009028, -107.15256248105 44.86420529809591, -107.1482226578732 44.86411118024903, -107.14746660335905 44.864107105327605, -107.14312678081684 44.86401290457293, -107.14237075410779 44.86400885740482, -107.13803093093698 44.86391457373867, -107.13727501582305 44.86392405361258))"
955,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,42.6,43.0,subsurface,19,81,4,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.50428209619878 41.65193642213724, -106.49940128664544 41.65213472229633, -106.4995826679127 41.6559853789128, -106.50451953494631 41.65572902210996, -106.50428209619878 41.65193642213724))"
956,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,42.84,39.94,subsurface,19,81,4,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.51382168633705 41.65164324147416, -106.50916029660934 41.65173798373739, -106.50945640439623 41.65547263993765, -106.5140798725159 41.655426258152666, -106.51382168633705 41.65164324147416))"
957,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,42.96,40.45,subsurface,19,81,4,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.51848329622278 41.651548304543184, -106.51382168633705 41.65164324147416, -106.5140798725159 41.655426258152666, -106.51870337046672 41.65537987677651, -106.51848329622278 41.651548304543184))"
958,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,314.28,subsurface,19,81,4,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.51309348664064 41.64095282231121, -106.50831342652592 41.64105445461169, -106.50353336533941 41.64115611536766, -106.49875330630493 41.64125775146654, -106.49899429981528 41.644884241941476, -106.4992352935115 41.64851073114672, -106.50405929809041 41.6483772640142, -106.50888327522199 41.64824357550938, -106.51358080354315 41.64811322139349, -106.51827830559898 41.647982644950694, -106.51807592722648 41.64441690348516, -106.5178735490054 41.640851160848484, -106.51309348664064 41.64095282231121))"
959,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,321.96,subsurface,19,80,8,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.40721570690059 41.62674680680788, -106.40238934252396 41.62674086283119, -106.40245870350763 41.6303668818878, -106.4025280621877 41.63399287423069, -106.4025974212084 41.637618894816136, -106.40266675274448 41.64124488661116, -106.40755811699921 41.641234830709074, -106.41244945318103 41.64122477435051, -106.41234759422139 41.637606976522804, -106.41224576140955 41.633989179152366, -106.41214390310647 41.630370965614986, -106.41204204215815 41.626752751383286, -106.40721570690059 41.62674680680788))"
960,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,640.0,637.74,subsurface,19,82,32,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.64540274922948 41.56854468933139, -106.64055172684631 41.56854319017948, -106.6357453179289 41.56854488411687, -106.6309389095252 41.568546577768714, -106.63097101771288 41.572150352875184, -106.63100312561185 41.575754157402315, -106.63103526042843 41.57935793210208, -106.63106736895541 41.582961708071224, -106.63587438677595 41.582982404352514, -106.64068137493817 41.58300310008515, -106.64548839186673 41.58302382273987, -106.65029540952379 41.58304451805883, -106.6502849993152 41.57941993657783, -106.65027458915225 41.575795354835286, -106.65026418062267 41.57217074403548, -106.6502537693398 41.568546162703825, -106.64540274922948 41.56854468933139))"
961,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,80.0,78.82,subsurface,19,69,18,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-105.16283277925241 41.61260512021753, -105.16286339419804 41.616210060974005, -105.16289401014834 41.619814975109385, -105.16759853283662 41.61992369925131, -105.16762877981927 41.616297868962356, -105.16765900113039 41.61267251173178, -105.16283277925241 41.61260512021753))"
962,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,36.75,36.18,subsurface,19,69,18,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-105.16762877981927 41.616297868962356, -105.16759853283662 41.61992369925131, -105.17195024112321 41.62002408963553, -105.17197640536111 41.616377815845, -105.16762877981927 41.616297868962356))"
963,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,160.1,subsurface,19,69,26,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-105.08066492017691 41.5835178858797, -105.07578045002562 41.5835018830678, -105.07579192073763 41.58709032240469, -105.07580336423906 41.59067878870493, -105.08066825046868 41.59069392963862, -105.08553313819826 41.59070884911106, -105.08554125154421 41.587121354939136, -105.08554939064929 41.58353388802218, -105.08066492017691 41.5835178858797))"
964,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,159.79,subsurface,19,70,8,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-105.26435941718195 41.62760825461787, -105.25951635817806 41.62757330304053, -105.25955975762285 41.631183357276726, -105.259603184731 41.63479338444053, -105.26444383029857 41.6348240573722, -105.26928450141071 41.63485450882062, -105.26924348908986 41.6312488710272, -105.26920250537725 41.627643205276925, -105.26435941718195 41.62760825461787))"
965,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,640.0,617.34,subsurface,19,79,20,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.30310649930884 41.597482680977485, -106.29842680303291 41.59746184595673, -106.2937471073078 41.59744101155621, -106.28906741040026 41.59742020477935, -106.28911764129793 41.60097625276655, -106.28916784670125 41.60453230173677, -106.28921807585388 41.60808834950734, -106.28926827952634 41.61164439733369, -106.29398917021742 41.611730814086435, -106.2987100333427 41.61181720421817, -106.30343092484856 41.61190359265119, -106.30815178708218 41.61198998237165, -106.30806038945491 41.60836837936625, -106.30796899210905 41.60474674878466, -106.30787759331689 41.60112511854554, -106.30778622256075 41.59750351599927, -106.30310649930884 41.597482680977485))"
966,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,159.98,subsurface,57,81,29,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.65503138596343 44.88023915834229, -106.64993743907546 44.88023753565608, -106.6499411272624 44.883856951318336, -106.64994478751024 44.88747639470247, -106.65503948690527 44.88747671037798, -106.6601341854999 44.88747677576918, -106.66012977427611 44.883858805012224, -106.66012536001774 44.88024080816628, -106.65503138596343 44.88023915834229))"
967,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,39.05,38.99,subsurface,57,81,19,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.6754021910986 44.905577199532175, -106.6753977451894 44.90919411223405, -106.68040427691216 44.90919634192272, -106.68039949667444 44.908919449720216, -106.6803380238926 44.90558007117885, -106.6754021910986 44.905577199532175))"
968,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,159.58,subsurface,57,81,18,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.6703046513929 44.90919179991992, -106.67030784284142 44.9128043791506, -106.67031103452628 44.91641695922609, -106.67031422731455 44.92002920446282, -106.67031742033929 44.92364145051661, -106.67541240591922 44.923639008893595, -106.67540876840775 44.920027903141914, -106.67540510335031 44.91641679621959, -106.67540143823219 44.912805440850356, -106.6753977451894 44.90919411223405, -106.6703046513929 44.90919179991992))"
969,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,37.95,37.88,subsurface,57,81,19,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.6754112770949 44.898344569594215, -106.67540660935806 44.90196031449111, -106.68027202086762 44.90196396672134, -106.68026290452124 44.90144007121602, -106.68020626602078 44.89834769647433, -106.6754112770949 44.898344569594215))"
970,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,159.76,subsurface,57,81,19,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.67032455098648 44.89472573167559, -106.67031960365178 44.898341005910865, -106.67031462899139 44.90195627994896, -106.67030962556258 44.905574025906986, -106.6703046513929 44.90919179991992, -106.6753977451894 44.90919411223405, -106.6754021910986 44.905577199532175, -106.67540660935806 44.90196031449111, -106.6754112770949 44.898344569594215, -106.67541591893253 44.89472890730378, -106.67032455098648 44.89472573167559))"
971,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,37.39,37.33,subsurface,57,81,19,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.67541591893253 44.89472890730378, -106.6754112770949 44.898344569594215, -106.68020626602078 44.89834769647433, -106.68019498382911 44.89770038108676, -106.68014076323871 44.894731619558655, -106.67541591893253 44.89472890730378))"
972,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,163.76,101.95,subsurface,49,100,42,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-108.91087717237582 44.173118408048346, -108.92090255380457 44.173080291790605, -108.92087969806379 44.16848735119262, -108.91893015908795 44.168488323108186, -108.91356509441432 44.168490853877884, -108.91078339323738 44.16849203407507, -108.91076202147897 44.168492055653296, -108.91087717237582 44.173118408048346))"
973,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,160.0,156.3,subsurface,56,84,6,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-107.01523532721392 44.85376696229173, -107.01593813171634 44.857317883695885, -107.0211226465109 44.857249241340284, -107.02630716220253 44.85718034892051, -107.02555402168005 44.8537550955663, -107.0248009650927 44.85032981426975, -107.01966675758744 44.85027292748009, -107.01453254944282 44.850216011789556, -107.01523532721392 44.85376696229173))"
974,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,320.0,329.67,subsurface,56,84,5,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.99401246629658 44.853474289644126, -106.99407844278429 44.85708980332946, -106.99944560979581 44.85714620400443, -107.00481279466719 44.85720234187538, -107.01037546407619 44.85726025147684, -107.01593813171634 44.857317883695885, -107.01523532721392 44.85376696229173, -107.01453254944282 44.850216011789556, -107.0093860358628 44.85012673661135, -107.00423949304094 44.85003743311251, -106.9990929852956 44.849948124059885, -106.99394649115573 44.84985880306543, -106.99401246629658 44.853474289644126))"
975,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,39.57,43.09,subsurface,56,84,5,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.9941111670287 44.860707317434546, -106.9941435016125 44.864303163851574, -106.99788489679239 44.864289160532714, -106.99976192706215 44.86428545079209, -106.99960444933397 44.86073160492018, -106.9941111670287 44.860707317434546))"
976,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,39.47,42.59,subsurface,56,84,5,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.99960444933397 44.86073160492018, -106.99976192706215 44.86428545079209, -107.00299548133103 44.86427483283422, -107.00537834390394 44.864268945164135, -107.00509716673317 44.86075563000225, -106.99960444933397 44.86073160492018))"
977,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,640.0,644.03,subsurface,56,83,25,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-106.80482103933497 44.79208742578865, -106.7997285546634 44.792083012992904, -106.79463604068641 44.79207857276355, -106.78954352709334 44.79207415837609, -106.78950493080956 44.795709585303634, -106.7894663069747 44.79934501148664, -106.78942770993821 44.802980437237395, -106.78938911408007 44.80661589118646, -106.79449482293111 44.80661583058195, -106.79960056078401 44.80661576880651, -106.80470629856147 44.80661570748491, -106.80981200721763 44.80661564554708, -106.80983740875091 44.802984695189735, -106.80986278056261 44.7993537431704, -106.80988818046552 44.795722818642304, -106.80991355346907 44.792091867298694, -106.80482103933497 44.79208742578865))"
978,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,38.73,38.68,subsurface,56,84,6,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-107.03485214486386 44.85011325674608, -107.02990722455424 44.85021825672885, -107.03104143350771 44.85366097769973, -107.03635228586461 44.85356966724666, -107.03485214486386 44.85011325674608))"
979,WY,26 Stat. 222-226 (1890),Agricultural College,Board of Commissioners of Public Lands,University of Wyoming,80.0,82.18,subsurface,56,84,6,https://gis2.statelands.wyo.gov/arcgis/rest/services/Services/MapViewerService2/MapServer/19,"POLYGON ((-107.0248009650927 44.85032981426975, -107.02555402168005 44.8537550955663, -107.02630716220253 44.85718034892051, -107.03217522765975 44.85710208749112, -107.03104143350771 44.85366097769973, -107.02990722455424 44.85021825672885, -107.0248009650927 44.85032981426975))"
