,state,university,rights_type,acres,gis_acres,managing_agency,county,section,block,data_source,geometry
1025,TX,Texas A&M,surface+subsurface,654.4,654.39,General Land Office,Ector,03,35,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.57125780250101 31.688704670011745, -102.57575498890056 31.702753508196363, -102.59242297297754 31.69893320014119, -102.58800088304079 31.684866705567806, -102.57125780250101 31.688704670011745))"
1026,TX,Texas A&M,surface+subsurface,640.7,640.69,General Land Office,Winkler,35,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.27169693085455 31.674805303917058, -103.27688935130024 31.688640030905862, -103.29305081491438 31.684203096092105, -103.28785640290369 31.670369368471174, -103.27169693085455 31.674805303917058))"
1027,TX,Texas A&M,surface+subsurface,640.7,640.69,General Land Office,Loving,18,19,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.39519710680781 31.671370212523264, -103.40040750613564 31.68519995901078, -103.41656298517334 31.680748022449098, -103.41134958457418 31.666919280364656, -103.39519710680781 31.671370212523264))"
1028,TX,Texas A&M,surface+subsurface,640.7,640.74,General Land Office,Winkler,41,21,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.21802473511035 31.67426436674862, -103.22320919917759 31.688101086094075, -103.2393738598958 31.683671167457042, -103.23418738809391 31.669834443076617, -103.21802473511035 31.67426436674862))"
1029,TX,Texas A&M,surface+subsurface,640.7,640.69,General Land Office,Loving,30,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.34152625045172 31.670881292002985, -103.34672866555329 31.68471302771641, -103.36288613885093 31.68026709479862, -103.3576817375743 31.66643635819186, -103.34152625045172 31.670881292002985))"
1030,TX,Texas A&M,surface+subsurface,640.7,640.71,General Land Office,Winkler,47,21,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.16435332539204 31.673700411526244, -103.16952975852062 31.687539122858087, -103.18569641799036 31.683116199507207, -103.18051799239848 31.669277494810068, -103.16435332539204 31.673700411526244))"
1031,TX,Texas A&M,surface+subsurface,566.0,566.08,General Land Office,Loving,17,19,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.41134958457418 31.666919280364656, -103.41656298517334 31.680748022449098, -103.43271680412441 31.67629341225855, -103.43075631366183 31.671096168538835, -103.42147389067699 31.664128309147895, -103.41134958457418 31.666919280364656))"
1032,TX,Texas A&M,surface+subsurface,640.7,640.7,General Land Office,Winkler,34,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.28785640290369 31.670369368471174, -103.29305081491438 31.684203096092105, -103.3092113020598 31.679764164170383, -103.30401488770435 31.66593142898018, -103.28785640290369 31.670369368471174))"
1033,TX,Texas A&M,surface+subsurface,640.7,640.72,General Land Office,Winkler,42,21,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.23418738809391 31.669834443076617, -103.2393738598958 31.683671167457042, -103.25553645089563 31.67923923555816, -103.2503480369361 31.66540351141274, -103.23418738809391 31.669834443076617))"
1034,TX,Texas A&M,surface+subsurface,640.7,640.7,General Land Office,Loving,21,19,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.3576817375743 31.66643635819186, -103.36288613885093 31.68026709479862, -103.37904262220513 31.67582015694858, -103.37383621948203 31.661989406433495, -103.3576817375743 31.66643635819186))"
1035,TX,Texas A&M,surface+subsurface,640.7,640.71,General Land Office,Winkler,46,21,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.18051799239848 31.669277494810068, -103.18569641799036 31.683116199507207, -103.20186207853352 31.678691281902932, -103.19668064089048 31.664853574592833, -103.18051799239848 31.669277494810068))"
1036,TX,Texas A&M,surface+subsurface,640.6,640.68,General Land Office,Winkler,33,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.30401488770435 31.66593142898018, -103.3092113020598 31.679764164170383, -103.32536978057226 31.675324229515386, -103.32017136387203 31.661491494379117, -103.30401488770435 31.66593142898018))"
1037,TX,Texas A&M,surface+subsurface,640.7,640.68,General Land Office,Winkler,37,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.2503480369361 31.66540351141274, -103.25553645089563 31.67923923555816, -103.27169693085455 31.674805303917058, -103.26650651455023 31.660970571539195, -103.2503480369361 31.66540351141274))"
1038,TX,Texas A&M,surface+subsurface,643.8,643.76,General Land Office,Ector,05,35,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.55033013221254 31.678419141659028, -102.55482323127755 31.69246864408525, -102.57125780250101 31.688704670011745, -102.56676230942576 31.674655090203593, -102.55033013221254 31.678419141659028))"
1039,TX,Texas A&M,surface+subsurface,640.7,640.69,General Land Office,Loving,22,19,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.37383621948203 31.661989406433495, -103.37904262220513 31.67582015694858, -103.39519710680781 31.671370212523264, -103.38998768754202 31.657540470129614, -103.37383621948203 31.661989406433495))"
1040,TX,Texas A&M,surface+subsurface,640.7,640.71,General Land Office,Winkler,45,21,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.19668064089048 31.664853574592833, -103.20186207853352 31.678691281902932, -103.21802473511035 31.67426436674862, -103.21284229045588 31.660426642878946, -103.19668064089048 31.664853574592833))"
1041,TX,Texas A&M,surface+subsurface,544.4,451.15,General Land Office,Loving,32,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.32755498460315 31.659461272937705, -103.32754903506104 31.671195261351592, -103.32753444462419 31.67472897197188, -103.34152625045172 31.670881292002985, -103.33632584308484 31.657049555253067, -103.32755498460315 31.659461272937705))"
1042,TX,Texas A&M,surface+subsurface,96.3,189.53,General Land Office,Winkler,32,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.32017136387203 31.661491494379117, -103.32536978057226 31.675324229515386, -103.32753444462419 31.67472897197188, -103.32754903506104 31.671195261351592, -103.32755498460315 31.659461272937705, -103.32017136387203 31.661491494379117))"
1043,TX,Texas A&M,surface+subsurface,657.4,657.42,General Land Office,Ector,04,35,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.56676230942576 31.674655090203593, -102.57125780250101 31.688704670011745, -102.58800088304079 31.684866705567806, -102.58357979203065 31.67080020599908, -102.56676230942576 31.674655090203593))"
1044,TX,Texas A&M,surface+subsurface,640.7,640.71,General Land Office,Winkler,38,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.26650651455023 31.660970571539195, -103.27169693085455 31.674805303917058, -103.28785640290369 31.670369368471174, -103.28266398066135 31.656534636046114, -103.26650651455023 31.660970571539195))"
1045,TX,Texas A&M,surface+subsurface,640.7,640.7,General Land Office,Loving,23,19,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.38998768754202 31.657540470129614, -103.39519710680781 31.671370212523264, -103.41134958457418 31.666919280364656, -103.40613917805985 31.6530895245725, -103.38998768754202 31.657540470129614))"
1046,TX,Texas A&M,surface+subsurface,640.7,640.71,General Land Office,Winkler,44,21,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.21284229045588 31.660426642878946, -103.21802473511035 31.67426436674862, -103.23418738809391 31.669834443076617, -103.22900192060852 31.655998718748698, -103.21284229045588 31.660426642878946))"
1047,TX,Texas A&M,surface+subsurface,640.7,640.7,General Land Office,Loving,31,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.33632584308484 31.657049555253067, -103.34152625045172 31.670881292002985, -103.3576817375743 31.66643635819186, -103.35247932606599 31.65260461038645, -103.33632584308484 31.657049555253067))"
1048,TX,Texas A&M,surface+subsurface,640.7,640.71,General Land Office,Winkler,39,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.28266398066135 31.656534636046114, -103.28785640290369 31.670369368471174, -103.30401488770435 31.66593142898018, -103.29881945969906 31.652097696571474, -103.28266398066135 31.656534636046114))"
1049,TX,Texas A&M,surface+subsurface,640.7,640.7,General Land Office,Winkler,43,21,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.22900192060852 31.655998718748698, -103.23418738809391 31.669834443076617, -103.2503480369361 31.66540351141274, -103.24516056171605 31.65156778407561, -103.22900192060852 31.655998718748698))"
1050,TX,Texas A&M,surface+subsurface,59.0,56.56,General Land Office,Ward,26,19,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.36863080580406 31.648158668323465, -103.35665307045423 31.651455743901824, -103.36987001556882 31.65145142336772, -103.36863080580406 31.648158668323465))"
1051,TX,Texas A&M,surface+subsurface,581.7,584.15,General Land Office,Loving,26,19,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.35247932606599 31.65260461038645, -103.3576817375743 31.66643635819186, -103.37383621948203 31.661989406433495, -103.36987001556882 31.65145142336772, -103.35665307045423 31.651455743901824, -103.35247932606599 31.65260461038645))"
1052,TX,Texas A&M,surface+subsurface,0.2,0.8,General Land Office,Ward,10,17,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.19006919760454 31.651407877725394, -103.19164799390289 31.651408090311083, -103.19150119481242 31.651015864321277, -103.19006919760454 31.651407877725394))"
1053,TX,Texas A&M,surface+subsurface,640.5,639.87,General Land Office,Winkler,10,17,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.17534055405508 31.655439789638532, -103.18051799239848 31.669277494810068, -103.19668064089048 31.664853574592833, -103.19164799390289 31.651408090311083, -103.19006919760454 31.651407877725394, -103.17534055405508 31.655439789638532))"
1054,TX,Texas A&M,surface+subsurface,74.0,73.96,General Land Office,Ward,40,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.30127548692353 31.65142284130885, -103.31638892741819 31.651424874636987, -103.31497394879335 31.64765875275468, -103.30127548692353 31.65142284130885))"
1055,TX,Texas A&M,surface+subsurface,566.7,566.75,General Land Office,Winkler,40,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.29881945969906 31.652097696571474, -103.30401488770435 31.66593142898018, -103.32017136387203 31.661491494379117, -103.31638892741819 31.651424874636987, -103.30127548692353 31.65142284130885, -103.29881945969906 31.652097696571474))"
1056,TX,Texas A&M,surface+subsurface,91.3,95.75,General Land Office,Ward,48,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.24571615085465 31.65141536487033, -103.26292325525614 31.651417680371683, -103.2613170836978 31.647135342703287, -103.24571615085465 31.65141536487033))"
1057,TX,Texas A&M,surface+subsurface,549.4,544.95,General Land Office,Winkler,48,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.24516056171605 31.65156778407561, -103.2503480369361 31.66540351141274, -103.26650651455023 31.660970571539195, -103.26292325525614 31.651417680371683, -103.24571615085465 31.65141536487033, -103.24516056171605 31.65156778407561))"
1058,TX,Texas A&M,surface+subsurface,260.2,255.43,General Land Office,Ward,25,19,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.36863080580406 31.648158668323465, -103.36987001556882 31.65145142336772, -103.38769308847243 31.651445597910953, -103.38478127942902 31.643710730191543, -103.36863080580406 31.648158668323465))"
1059,TX,Texas A&M,surface+subsurface,380.5,385.24,General Land Office,Loving,25,19,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.36987001556882 31.65145142336772, -103.37383621948203 31.661989406433495, -103.38998768754202 31.657540470129614, -103.38769308847243 31.651445597910953, -103.36987001556882 31.65145142336772))"
1060,TX,Texas A&M,surface+subsurface,643.8,643.76,General Land Office,Ector,06,35,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.54583804015898 31.66436863692603, -102.55033013221254 31.678419141659028, -102.56676230942576 31.674655090203593, -102.56226736611949 31.660605667588925, -102.54583804015898 31.66436863692603))"
1061,TX,Texas A&M,surface+subsurface,111.5,120.69,General Land Office,Ward,11,17,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.19164799390289 31.651408090311083, -103.20946591407002 31.651410487635157, -103.20766084293138 31.646589929773153, -103.19150119481242 31.651015864321277, -103.19164799390289 31.651408090311083))"
1062,TX,Texas A&M,surface+subsurface,529.2,520.02,General Land Office,Winkler,11,17,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.19164799390289 31.651408090311083, -103.19668064089048 31.664853574592833, -103.21284229045588 31.660426642878946, -103.20946591407002 31.651410487635157, -103.19164799390289 31.651408090311083))"
1063,TX,Texas A&M,surface+subsurface,278.8,278.42,General Land Office,Ward,41,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.31638892741819 31.651424874636987, -103.31918903544758 31.651425251632382, -103.32755903870002 31.65146525366441, -103.33422591522553 31.651463074280212, -103.33112642296643 31.643216816280198, -103.31497394879335 31.64765875275468, -103.31638892741819 31.651424874636987))"
1064,TX,Texas A&M,surface+subsurface,189.8,139.51,General Land Office,Loving,41,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.32755903870002 31.65146525366441, -103.32755498460315 31.659461272937705, -103.33632584308484 31.657049555253067, -103.33422591522553 31.651463074280212, -103.32755903870002 31.65146525366441))"
1065,TX,Texas A&M,surface+subsurface,172.1,222.75,General Land Office,Winkler,41,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.31638892741819 31.651424874636987, -103.32017136387203 31.661491494379117, -103.32755498460315 31.659461272937705, -103.32755903870002 31.65146525366441, -103.31918903544758 31.651425251632382, -103.31638892741819 31.651424874636987))"
1066,TX,Texas A&M,surface+subsurface,293.4,287.01,General Land Office,Ward,24,19,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.38478127942902 31.643710730191543, -103.38769308847243 31.651445597910953, -103.4045439300154 31.651440089802804, -103.39777277435675 31.646382666881564, -103.39164249299151 31.641819756205216, -103.38478127942902 31.643710730191543))"
1067,TX,Texas A&M,surface+subsurface,171.7,178.12,General Land Office,Loving,24,19,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.38769308847243 31.651445597910953, -103.38998768754202 31.657540470129614, -103.40613917805985 31.6530895245725, -103.40589815737418 31.65245153907313, -103.4045439300154 31.651440089802804, -103.38769308847243 31.651445597910953))"
1068,TX,Texas A&M,surface+subsurface,297.6,301.06,General Land Office,Ward,47,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.26292325525614 31.651417680371683, -103.28074453871568 31.651420078460156, -103.27747256812542 31.64270091265882, -103.2613170836978 31.647135342703287, -103.26292325525614 31.651417680371683))"
1069,TX,Texas A&M,surface+subsurface,343.1,339.64,General Land Office,Winkler,47,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.26292325525614 31.651417680371683, -103.26650651455023 31.660970571539195, -103.28266398066135 31.656534636046114, -103.28074453871568 31.651420078460156, -103.26292325525614 31.651417680371683))"
1070,TX,Texas A&M,surface+subsurface,660.5,660.43,General Land Office,Ector,07,35,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.56226736611949 31.660605667588925, -102.56676230942576 31.674655090203593, -102.58357979203065 31.67080020599908, -102.57915998650967 31.656733808448667, -102.56226736611949 31.660605667588925))"
1071,TX,Texas A&M,surface+subsurface,318.2,325.78,General Land Office,Ward,30,17,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.20946591407002 31.651410487635157, -103.22728391059394 31.651412884959125, -103.22381846894262 31.64216199187161, -103.20766084293138 31.646589929773153, -103.20946591407002 31.651410487635157))"
1072,TX,Texas A&M,surface+subsurface,322.5,314.9,General Land Office,Winkler,30,17,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.20946591407002 31.651410487635157, -103.21284229045588 31.660426642878946, -103.22900192060852 31.655998718748698, -103.22728391059394 31.651412884959125, -103.20946591407002 31.651410487635157))"
1073,TX,Texas A&M,surface+subsurface,486.1,484.74,General Land Office,Ward,42,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.33112642296643 31.643216816280198, -103.33422591522553 31.651463074280212, -103.35204780145463 31.65145724882412, -103.3472779143826 31.638773877542146, -103.33112642296643 31.643216816280198))"
1074,TX,Texas A&M,surface+subsurface,154.6,155.96,General Land Office,Loving,42,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.33422591522553 31.651463074280212, -103.33632584308484 31.657049555253067, -103.35247932606599 31.65260461038645, -103.35204780145463 31.65145724882412, -103.33422591522553 31.651463074280212))"
1075,TX,Texas A&M,surface+subsurface,504.8,506.6,General Land Office,Ward,46,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.28074453871568 31.651420078460156, -103.29856595332927 31.65142247654863, -103.29362605200488 31.638263960635456, -103.27747256812542 31.64270091265882, -103.28074453871568 31.651420078460156))"
1076,TX,Texas A&M,surface+subsurface,135.9,134.07,General Land Office,Winkler,46,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.28074453871568 31.651420078460156, -103.28266398066135 31.656534636046114, -103.29881945969906 31.652097696571474, -103.29856595332927 31.65142247654863, -103.28074453871568 31.651420078460156))"
1077,TX,Texas A&M,surface+subsurface,524.9,531.0,General Land Office,Ward,31,17,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.22728391059394 31.651412884959125, -103.2451034019145 31.651415282283068, -103.23997509872221 31.63773205496592, -103.22381846894262 31.64216199187161, -103.22728391059394 31.651412884959125))"
1078,TX,Texas A&M,surface+subsurface,115.8,109.71,General Land Office,Winkler,31,17,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.22728391059394 31.651412884959125, -103.22900192060852 31.655998718748698, -103.24516056171605 31.65156778407561, -103.2451034019145 31.651415282283068, -103.22728391059394 31.651412884959125))"
1079,TX,Texas A&M,surface+subsurface,634.5,633.79,General Land Office,Ward,27,19,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.3472779143826 31.638773877542146, -103.35204780145463 31.65145724882412, -103.35665307045423 31.651455743901824, -103.36863080580406 31.648158668323465, -103.36342738818264 31.63432793410008, -103.3472779143826 31.638773877542146))"
1080,TX,Texas A&M,surface+subsurface,6.2,6.87,General Land Office,Loving,27,19,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.35204780145463 31.65145724882412, -103.35247932606599 31.65260461038645, -103.35665307045423 31.651455743901824, -103.35204780145463 31.65145724882412))"
1081,TX,Texas A&M,surface+subsurface,5.9,4.9,General Land Office,Crane,10,35,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.54134693265897 31.650318125037145, -102.53742723542634 31.651215286372537, -102.54163368118584 31.65121528560783, -102.54134693265897 31.650318125037145))"
1082,TX,Texas A&M,surface+subsurface,637.9,638.87,General Land Office,Ector,10,35,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.52491851040364 31.654078293995813, -102.52940671904024 31.668129608965252, -102.54583804015898 31.66436863692603, -102.54163368118584 31.65121528560783, -102.53742723542634 31.651215286372537, -102.52491851040364 31.654078293995813))"
1083,TX,Texas A&M,surface+subsurface,545.3,555.61,General Land Office,Ward,09,17,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.17383190719725 31.65140569298695, -103.19006919760454 31.651407877725394, -103.19150119481242 31.651015864321277, -103.18632376455386 31.637177152131834, -103.17016513692107 31.641600080285617, -103.17383190719725 31.65140569298695))"
1084,TX,Texas A&M,surface+subsurface,95.4,85.11,General Land Office,Winkler,09,17,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.17383190719725 31.65140569298695, -103.17534055405508 31.655439789638532, -103.19006919760454 31.651407877725394, -103.17383190719725 31.65140569298695))"
1085,TX,Texas A&M,surface+subsurface,638.2,638.33,General Land Office,Ward,45,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.29856595332927 31.65142247654863, -103.30127548692353 31.65142284130885, -103.31497394879335 31.64765875275468, -103.30977803300289 31.633825029356203, -103.29362605200488 31.638263960635456, -103.29856595332927 31.65142247654863))"
1086,TX,Texas A&M,surface+subsurface,2.5,2.38,General Land Office,Winkler,45,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.29856595332927 31.65142247654863, -103.29881945969906 31.652097696571474, -103.30127548692353 31.65142284130885, -103.29856595332927 31.65142247654863))"
1087,TX,Texas A&M,surface+subsurface,640.3,640.56,General Land Office,Ward,08,18,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.2451034019145 31.651415282283068, -103.24571615085465 31.65141536487033, -103.2613170836978 31.647135342703287, -103.2561296704615 31.633300114992675, -103.23997509872221 31.63773205496592, -103.2451034019145 31.651415282283068))"
1088,TX,Texas A&M,surface+subsurface,0.4,0.12,General Land Office,Winkler,08,18,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.2451034019145 31.651415282283068, -103.24516056171605 31.65156778407561, -103.24571615085465 31.65141536487033, -103.2451034019145 31.651415282283068))"
1089,TX,Texas A&M,surface+subsurface,623.9,623.94,General Land Office,Ward,28,19,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.36342738818264 31.63432793410008, -103.36863080580406 31.648158668323465, -103.38478127942902 31.643710730191543, -103.38111099584177 31.633961914433584, -103.37671679140807 31.63066798009493, -103.36342738818264 31.63432793410008))"
1090,TX,Texas A&M,surface+subsurface,131.9,127.45,General Land Office,Crane,09,35,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.54163368118584 31.65121528560783, -102.55197885516925 31.651215283313746, -102.55926942301336 31.651230592571757, -102.5577745320575 31.64655546463037, -102.54134693265897 31.650318125037145, -102.54163368118584 31.65121528560783))"
1091,TX,Texas A&M,surface+subsurface,511.9,516.32,General Land Office,Ector,09,35,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.54163368118584 31.65121528560783, -102.54583804015898 31.66436863692603, -102.56226736611949 31.660605667588925, -102.55926942301336 31.651230592571757, -102.55197885516925 31.651215283313746, -102.54163368118584 31.65121528560783))"
1092,TX,Texas A&M,surface+subsurface,640.7,640.73,General Land Office,Ward,12,17,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.18632376455386 31.637177152131834, -103.19150119481242 31.651015864321277, -103.20766084293138 31.646589929773153, -103.20248139954826 31.63275221545297, -103.18632376455386 31.637177152131834))"
1093,TX,Texas A&M,surface+subsurface,640.7,640.71,General Land Office,Ward,44,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.30977803300289 31.633825029356203, -103.31497394879335 31.64765875275468, -103.33112642296643 31.643216816280198, -103.3259285102211 31.629384085694866, -103.30977803300289 31.633825029356203))"
1094,TX,Texas A&M,surface+subsurface,640.7,640.69,General Land Office,Ward,09,18,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-103.2561296704615 31.633300114992675, -103.2613170836978 31.647135342703287, -103.27747256812542 31.64270091265882, -103.27228214732953 31.628866181655635, -103.2561296704615 31.633300114992675))"
1095,TX,Texas A&M,surface+subsurface,317.9,313.65,General Land Office,Crane,08,35,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.55926942301336 31.651230592571757, -102.57578885987833 31.65126528233175, -102.57744208608955 31.65126385234676, -102.57474210248509 31.642666199054098, -102.57168547154315 31.643367046411605, -102.5577745320575 31.64655546463037, -102.55926942301336 31.651230592571757))"
1096,TX,Texas A&M,surface+subsurface,345.6,349.84,General Land Office,Ector,08,35,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-102.55926942301336 31.651230592571757, -102.56226736611949 31.660605667588925, -102.57915998650967 31.656733808448667, -102.57744208608955 31.65126385234676, -102.57578885987833 31.65126528233175, -102.55926942301336 31.651230592571757))"
