,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,county,meridian,township,range,section,data_source,geometry
601,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,80.0,76.04,subsurface,Duchesne,US,3S,1W,33,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-110.00125791191438 40.178991519884235, -109.99654797888553 40.17901313456517, -109.99183792941348 40.17903455654889, -109.99181835870716 40.18244349970773, -109.99652832866136 40.18246739538142, -110.00123830455999 40.182491189531405, -110.00125791191438 40.178991519884235))"
602,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,80.0,76.04,subsurface,Duchesne,US,3S,1W,33,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-110.00125791191438 40.178991519884235, -109.99654797888553 40.17901313456517, -109.99183792941348 40.17903455654889, -109.99181835870716 40.18244349970773, -109.99652832866136 40.18246739538142, -110.00123830455999 40.182491189531405, -110.00125791191438 40.178991519884235))"
603,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,80.0,76.04,subsurface,Duchesne,US,3S,1W,33,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-110.00125791191438 40.178991519884235, -109.99654797888553 40.17901313456517, -109.99183792941348 40.17903455654889, -109.99181835870716 40.18244349970773, -109.99652832866136 40.18246739538142, -110.00123830455999 40.182491189531405, -110.00125791191438 40.178991519884235))"
604,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,80.0,76.04,subsurface,Duchesne,US,3S,1W,33,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-110.00125791191438 40.178991519884235, -109.99654797888553 40.17901313456517, -109.99183792941348 40.17903455654889, -109.99181835870716 40.18244349970773, -109.99652832866136 40.18246739538142, -110.00123830455999 40.182491189531405, -110.00125791191438 40.178991519884235))"
605,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,160.0,160.24,subsurface,Grand,SL,21S,16E,1,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-110.11037844933031 39.00901082291605, -110.10569009314096 39.00900327105646, -110.10574278340799 39.012596495113655, -110.10579559213753 39.01618962780016, -110.11056144141122 39.01614388180249, -110.11532728825914 39.0160979410124, -110.11519698494473 39.01255819946231, -110.11506669238472 39.00901836568649, -110.11037844933031 39.00901082291605))"
606,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,160.0,160.24,subsurface,Grand,SL,21S,16E,1,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-110.11037844933031 39.00901082291605, -110.10569009314096 39.00900327105646, -110.10574278340799 39.012596495113655, -110.10579559213753 39.01618962780016, -110.11056144141122 39.01614388180249, -110.11532728825914 39.0160979410124, -110.11519698494473 39.01255819946231, -110.11506669238472 39.00901836568649, -110.11037844933031 39.00901082291605))"
607,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,160.0,160.24,subsurface,Grand,SL,21S,16E,1,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-110.11037844933031 39.00901082291605, -110.10569009314096 39.00900327105646, -110.10574278340799 39.012596495113655, -110.10579559213753 39.01618962780016, -110.11056144141122 39.01614388180249, -110.11532728825914 39.0160979410124, -110.11519698494473 39.01255819946231, -110.11506669238472 39.00901836568649, -110.11037844933031 39.00901082291605))"
608,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,640.0,645.0,subsurface,Millard,SL,17S,9W,28,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.8591914897049 39.30565197101807, -112.8591849962419 39.309288754699885, -112.85917850956646 39.31292553623896, -112.85917191373728 39.3165623174875, -112.86386290670654 39.31655251194222, -112.8685537796968 39.31654269926452, -112.87324476698552 39.316532965795545, -112.87793574782383 39.31652313327056, -112.87794836527313 39.31290067735241, -112.8779609864879 39.30927812926497, -112.87797361628408 39.30565566912871, -112.87798624984548 39.30203311682321, -112.87328924787508 39.302028714796364, -112.868592125416 39.30202421506218, -112.86389511671817 39.30201970395511, -112.85919798995488 39.30201518519355, -112.8591914897049 39.30565197101807))"
609,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,640.0,645.0,subsurface,Millard,SL,17S,9W,28,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.8591914897049 39.30565197101807, -112.8591849962419 39.309288754699885, -112.85917850956646 39.31292553623896, -112.85917191373728 39.3165623174875, -112.86386290670654 39.31655251194222, -112.8685537796968 39.31654269926452, -112.87324476698552 39.316532965795545, -112.87793574782383 39.31652313327056, -112.87794836527313 39.31290067735241, -112.8779609864879 39.30927812926497, -112.87797361628408 39.30565566912871, -112.87798624984548 39.30203311682321, -112.87328924787508 39.302028714796364, -112.868592125416 39.30202421506218, -112.86389511671817 39.30201970395511, -112.85919798995488 39.30201518519355, -112.8591914897049 39.30565197101807))"
610,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,640.0,645.0,subsurface,Millard,SL,17S,9W,28,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.8591914897049 39.30565197101807, -112.8591849962419 39.309288754699885, -112.85917850956646 39.31292553623896, -112.85917191373728 39.3165623174875, -112.86386290670654 39.31655251194222, -112.8685537796968 39.31654269926452, -112.87324476698552 39.316532965795545, -112.87793574782383 39.31652313327056, -112.87794836527313 39.31290067735241, -112.8779609864879 39.30927812926497, -112.87797361628408 39.30565566912871, -112.87798624984548 39.30203311682321, -112.87328924787508 39.302028714796364, -112.868592125416 39.30202421506218, -112.86389511671817 39.30201970395511, -112.85919798995488 39.30201518519355, -112.8591914897049 39.30565197101807))"
611,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,640.0,682.75,subsurface,Sanpete,SL,19S,2E,14,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.6472289893245 39.15326372357849, -111.64721803997242 39.15420354180311, -111.64719218535372 39.156851567570044, -111.6471812522901 39.15778057193566, -111.64724890463542 39.16043970097253, -111.6472718433531 39.16141456281093, -111.64733804817962 39.164028463023136, -111.6473886421721 39.165153473836234, -111.6522576254435 39.16513767688813, -111.65712660535641 39.16512185672578, -111.6619955827435 39.1651061034543, -111.66686444101451 39.165090327630914, -111.66696008603137 39.161453579385174, -111.66705560899055 39.15781691965304, -111.66715124051781 39.15418025700484, -111.66724686402458 39.150543501997966, -111.66224886063321 39.15056425998758, -111.6572508529538 39.1505849838665, -111.65225284100133 39.15060567363453, -111.64725494133911 39.15062641875432, -111.6472289893245 39.15326372357849))"
612,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,640.0,682.75,subsurface,Sanpete,SL,19S,2E,14,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.6472289893245 39.15326372357849, -111.64721803997242 39.15420354180311, -111.64719218535372 39.156851567570044, -111.6471812522901 39.15778057193566, -111.64724890463542 39.16043970097253, -111.6472718433531 39.16141456281093, -111.64733804817962 39.164028463023136, -111.6473886421721 39.165153473836234, -111.6522576254435 39.16513767688813, -111.65712660535641 39.16512185672578, -111.6619955827435 39.1651061034543, -111.66686444101451 39.165090327630914, -111.66696008603137 39.161453579385174, -111.66705560899055 39.15781691965304, -111.66715124051781 39.15418025700484, -111.66724686402458 39.150543501997966, -111.66224886063321 39.15056425998758, -111.6572508529538 39.1505849838665, -111.65225284100133 39.15060567363453, -111.64725494133911 39.15062641875432, -111.6472289893245 39.15326372357849))"
613,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,640.0,682.75,subsurface,Sanpete,SL,19S,2E,14,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.6472289893245 39.15326372357849, -111.64721803997242 39.15420354180311, -111.64719218535372 39.156851567570044, -111.6471812522901 39.15778057193566, -111.64724890463542 39.16043970097253, -111.6472718433531 39.16141456281093, -111.64733804817962 39.164028463023136, -111.6473886421721 39.165153473836234, -111.6522576254435 39.16513767688813, -111.65712660535641 39.16512185672578, -111.6619955827435 39.1651061034543, -111.66686444101451 39.165090327630914, -111.66696008603137 39.161453579385174, -111.66705560899055 39.15781691965304, -111.66715124051781 39.15418025700484, -111.66724686402458 39.150543501997966, -111.66224886063321 39.15056425998758, -111.6572508529538 39.1505849838665, -111.65225284100133 39.15060567363453, -111.64725494133911 39.15062641875432, -111.6472289893245 39.15326372357849))"
614,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,637.4,619.91,subsurface,Grand,SL,26S,25E,4,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.1739356392888 38.5649844178511, -109.16939470523387 38.56499303806333, -109.16485377257962 38.56500166213952, -109.16031272660605 38.56501028827512, -109.16032653595495 38.56863138872681, -109.16034022233822 38.572252575350745, -109.16035401752127 38.575873761680704, -109.16036652718931 38.579221172653135, -109.1647220392612 38.57922622279659, -109.16493176280431 38.57922644838857, -109.16925617166685 38.57923138246147, -109.16949711640001 38.57923172791338, -109.17379030490085 38.57923663661474, -109.17406247550323 38.57923691934998, -109.17832444352649 38.579241805108914, -109.17862792070754 38.57924337560126, -109.17859243288866 38.575840454004364, -109.17855374113817 38.572218874005976, -109.17851527321889 38.56859738560342, -109.17847657473871 38.564975801503834, -109.1739356392888 38.5649844178511))"
615,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,637.4,619.91,subsurface,Grand,SL,26S,25E,4,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.1739356392888 38.5649844178511, -109.16939470523387 38.56499303806333, -109.16485377257962 38.56500166213952, -109.16031272660605 38.56501028827512, -109.16032653595495 38.56863138872681, -109.16034022233822 38.572252575350745, -109.16035401752127 38.575873761680704, -109.16036652718931 38.579221172653135, -109.1647220392612 38.57922622279659, -109.16493176280431 38.57922644838857, -109.16925617166685 38.57923138246147, -109.16949711640001 38.57923172791338, -109.17379030490085 38.57923663661474, -109.17406247550323 38.57923691934998, -109.17832444352649 38.579241805108914, -109.17862792070754 38.57924337560126, -109.17859243288866 38.575840454004364, -109.17855374113817 38.572218874005976, -109.17851527321889 38.56859738560342, -109.17847657473871 38.564975801503834, -109.1739356392888 38.5649844178511))"
616,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,637.4,619.91,subsurface,Grand,SL,26S,25E,4,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.1739356392888 38.5649844178511, -109.16939470523387 38.56499303806333, -109.16485377257962 38.56500166213952, -109.16031272660605 38.56501028827512, -109.16032653595495 38.56863138872681, -109.16034022233822 38.572252575350745, -109.16035401752127 38.575873761680704, -109.16036652718931 38.579221172653135, -109.1647220392612 38.57922622279659, -109.16493176280431 38.57922644838857, -109.16925617166685 38.57923138246147, -109.16949711640001 38.57923172791338, -109.17379030490085 38.57923663661474, -109.17406247550323 38.57923691934998, -109.17832444352649 38.579241805108914, -109.17862792070754 38.57924337560126, -109.17859243288866 38.575840454004364, -109.17855374113817 38.572218874005976, -109.17851527321889 38.56859738560342, -109.17847657473871 38.564975801503834, -109.1739356392888 38.5649844178511))"
617,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,320.0,309.02,subsurface,Grand,SL,26S,25E,35,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.12339148369483 38.50011737595918, -109.12348398206784 38.50371948603514, -109.12357659457216 38.50732168608, -109.12808141446726 38.507304592466994, -109.13258623700783 38.50728741548126, -109.13709105752915 38.5072703352702, -109.14159588067464 38.50725317168828, -109.14139721354798 38.50364650050403, -109.14119867355055 38.50003982919138, -109.1367468698671 38.500059447441046, -109.13229507069472 38.50007889630665, -109.1278432760708 38.50009817578836, -109.12339148369483 38.50011737595918))"
618,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,320.0,309.02,subsurface,Grand,SL,26S,25E,35,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.12339148369483 38.50011737595918, -109.12348398206784 38.50371948603514, -109.12357659457216 38.50732168608, -109.12808141446726 38.507304592466994, -109.13258623700783 38.50728741548126, -109.13709105752915 38.5072703352702, -109.14159588067464 38.50725317168828, -109.14139721354798 38.50364650050403, -109.14119867355055 38.50003982919138, -109.1367468698671 38.500059447441046, -109.13229507069472 38.50007889630665, -109.1278432760708 38.50009817578836, -109.12339148369483 38.50011737595918))"
619,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,320.0,309.02,subsurface,Grand,SL,26S,25E,35,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.12339148369483 38.50011737595918, -109.12348398206784 38.50371948603514, -109.12357659457216 38.50732168608, -109.12808141446726 38.507304592466994, -109.13258623700783 38.50728741548126, -109.13709105752915 38.5072703352702, -109.14159588067464 38.50725317168828, -109.14139721354798 38.50364650050403, -109.14119867355055 38.50003982919138, -109.1367468698671 38.500059447441046, -109.13229507069472 38.50007889630665, -109.1278432760708 38.50009817578836, -109.12339148369483 38.50011737595918))"
620,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,320.0,309.02,subsurface,Grand,SL,26S,25E,35,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-109.12339148369483 38.50011737595918, -109.12348398206784 38.50371948603514, -109.12357659457216 38.50732168608, -109.12808141446726 38.507304592466994, -109.13258623700783 38.50728741548126, -109.13709105752915 38.5072703352702, -109.14159588067464 38.50725317168828, -109.14139721354798 38.50364650050403, -109.14119867355055 38.50003982919138, -109.1367468698671 38.500059447441046, -109.13229507069472 38.50007889630665, -109.1278432760708 38.50009817578836, -109.12339148369483 38.50011737595918))"
621,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,80.0,80.84,subsurface,Box Elder,SL,13N,3W,27,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.17480453753899 41.82817320290851, -112.17488680203276 41.83182882093008, -112.17496920106623 41.835484435255196, -112.17980719439423 41.835373592130665, -112.17972191022534 41.831700448454555, -112.17963663898468 41.82802721223217, -112.17480453753899 41.82817320290851))"
622,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,80.0,80.84,subsurface,Box Elder,SL,13N,3W,27,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.17480453753899 41.82817320290851, -112.17488680203276 41.83182882093008, -112.17496920106623 41.835484435255196, -112.17980719439423 41.835373592130665, -112.17972191022534 41.831700448454555, -112.17963663898468 41.82802721223217, -112.17480453753899 41.82817320290851))"
623,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,80.0,80.84,subsurface,Box Elder,SL,13N,3W,27,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.17480453753899 41.82817320290851, -112.17488680203276 41.83182882093008, -112.17496920106623 41.835484435255196, -112.17980719439423 41.835373592130665, -112.17972191022534 41.831700448454555, -112.17963663898468 41.82802721223217, -112.17480453753899 41.82817320290851))"
624,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,160.0,162.35,subsurface,Utah,SL,5S,1W,33,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.94510332717003 40.34012293774963, -111.94986522628986 40.34014762291952, -111.95462282829905 40.3401596248426, -111.95464221038702 40.33649808851885, -111.95464699135513 40.332819463108336, -111.95430807943156 40.332820187730526, -111.94989845532236 40.33282954838666, -111.94933222863285 40.332830773647416, -111.94513543589585 40.33283955702656, -111.94511934951018 40.33648746503032, -111.94510332717003 40.34012293774963))"
625,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,160.0,162.35,subsurface,Utah,SL,5S,1W,33,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.94510332717003 40.34012293774963, -111.94986522628986 40.34014762291952, -111.95462282829905 40.3401596248426, -111.95464221038702 40.33649808851885, -111.95464699135513 40.332819463108336, -111.95430807943156 40.332820187730526, -111.94989845532236 40.33282954838666, -111.94933222863285 40.332830773647416, -111.94513543589585 40.33283955702656, -111.94511934951018 40.33648746503032, -111.94510332717003 40.34012293774963))"
626,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,160.0,162.35,subsurface,Utah,SL,5S,1W,33,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.94510332717003 40.34012293774963, -111.94986522628986 40.34014762291952, -111.95462282829905 40.3401596248426, -111.95464221038702 40.33649808851885, -111.95464699135513 40.332819463108336, -111.95430807943156 40.332820187730526, -111.94989845532236 40.33282954838666, -111.94933222863285 40.332830773647416, -111.94513543589585 40.33283955702656, -111.94511934951018 40.33648746503032, -111.94510332717003 40.34012293774963))"
627,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,10.5,10.58,subsurface,Utah,SL,5S,1E,13,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.77319073999827 40.384520182981575, -111.77650692694198 40.38451886308706, -111.77649296396702 40.38313876729446, -111.77317226924136 40.38316236916192, -111.77319073999827 40.384520182981575))"
628,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,10.5,10.58,subsurface,Utah,SL,5S,1E,13,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.77319073999827 40.384520182981575, -111.77650692694198 40.38451886308706, -111.77649296396702 40.38313876729446, -111.77317226924136 40.38316236916192, -111.77319073999827 40.384520182981575))"
629,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,10.5,10.58,subsurface,Utah,SL,5S,1E,13,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.77319073999827 40.384520182981575, -111.77650692694198 40.38451886308706, -111.77649296396702 40.38313876729446, -111.77317226924136 40.38316236916192, -111.77319073999827 40.384520182981575))"
630,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,640.0,639.53,subsurface,Garfield,SL,37S,11E,20,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-110.72388355260924 37.56957003328212, -110.71932950570039 37.56956993004209, -110.71477534600739 37.569569831123076, -110.71022130001415 37.56956973706775, -110.71022572788523 37.5731910232611, -110.71023015503243 37.57681230723185, -110.71023446820075 37.5804335887019, -110.7102388935454 37.58405495836142, -110.71479335810739 37.58405784843277, -110.71934770987151 37.584060832909, -110.72390206244108 37.584063821933924, -110.7284564161369 37.584066725373276, -110.72845168480102 37.58044256005032, -110.72844706609173 37.57681839276123, -110.72844233350408 37.57319422298502, -110.72843760029322 37.56957005098226, -110.72388355260924 37.56957003328212))"
631,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,640.0,639.53,subsurface,Garfield,SL,37S,11E,20,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-110.72388355260924 37.56957003328212, -110.71932950570039 37.56956993004209, -110.71477534600739 37.569569831123076, -110.71022130001415 37.56956973706775, -110.71022572788523 37.5731910232611, -110.71023015503243 37.57681230723185, -110.71023446820075 37.5804335887019, -110.7102388935454 37.58405495836142, -110.71479335810739 37.58405784843277, -110.71934770987151 37.584060832909, -110.72390206244108 37.584063821933924, -110.7284564161369 37.584066725373276, -110.72845168480102 37.58044256005032, -110.72844706609173 37.57681839276123, -110.72844233350408 37.57319422298502, -110.72843760029322 37.56957005098226, -110.72388355260924 37.56957003328212))"
632,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,160.0,161.54,subsurface,Millard,SL,17S,9W,22,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.84972956069569 39.323792243825984, -112.85443299246299 39.32380442121723, -112.85913630000293 39.32381632020155, -112.85915416324684 39.32018936400175, -112.85917191373728 39.3165623174875, -112.85447100806283 39.31654389066937, -112.8497699885427 39.31652554587323, -112.84974971517379 39.32015894185666, -112.84972956069569 39.323792243825984))"
633,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,160.0,161.54,subsurface,Millard,SL,17S,9W,22,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.84972956069569 39.323792243825984, -112.85443299246299 39.32380442121723, -112.85913630000293 39.32381632020155, -112.85915416324684 39.32018936400175, -112.85917191373728 39.3165623174875, -112.85447100806283 39.31654389066937, -112.8497699885427 39.31652554587323, -112.84974971517379 39.32015894185666, -112.84972956069569 39.323792243825984))"
634,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,160.0,161.54,subsurface,Millard,SL,17S,9W,22,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-112.84972956069569 39.323792243825984, -112.85443299246299 39.32380442121723, -112.85913630000293 39.32381632020155, -112.85915416324684 39.32018936400175, -112.85917191373728 39.3165623174875, -112.85447100806283 39.31654389066937, -112.8497699885427 39.31652554587323, -112.84974971517379 39.32015894185666, -112.84972956069569 39.323792243825984))"
635,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,160.0,159.9,subsurface,Duchesne,US,1N,1W,19,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-110.03009058214205 40.465570359472196, -110.03009780256446 40.469192615612684, -110.03010364076889 40.47281233546279, -110.03484455144678 40.47283139318396, -110.03484015891735 40.46920826148093, -110.03958251873289 40.46922389292953, -110.04432499867208 40.469239601012, -110.04433160774468 40.46561961985541, -110.03958455717432 40.465603154144944, -110.03483762683818 40.46558676469829, -110.03009058214205 40.465570359472196))"
636,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,160.0,159.9,subsurface,Duchesne,US,1N,1W,19,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-110.03009058214205 40.465570359472196, -110.03009780256446 40.469192615612684, -110.03010364076889 40.47281233546279, -110.03484455144678 40.47283139318396, -110.03484015891735 40.46920826148093, -110.03958251873289 40.46922389292953, -110.04432499867208 40.469239601012, -110.04433160774468 40.46561961985541, -110.03958455717432 40.465603154144944, -110.03483762683818 40.46558676469829, -110.03009058214205 40.465570359472196))"
637,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,160.0,159.9,subsurface,Duchesne,US,1N,1W,19,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-110.03009058214205 40.465570359472196, -110.03009780256446 40.469192615612684, -110.03010364076889 40.47281233546279, -110.03484455144678 40.47283139318396, -110.03484015891735 40.46920826148093, -110.03958251873289 40.46922389292953, -110.04432499867208 40.469239601012, -110.04433160774468 40.46561961985541, -110.03958455717432 40.465603154144944, -110.03483762683818 40.46558676469829, -110.03009058214205 40.465570359472196))"
638,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,240.0,246.35,subsurface,Summit,SL,2S,6E,14,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.23283852631096 40.65444363271352, -111.2372205662552 40.65442597534824, -111.23759873281222 40.65442582847707, -111.2423595168259 40.65440494399074, -111.24225769351632 40.65071552494298, -111.23749731400463 40.65070982832818, -111.23739603082475 40.64699526681304, -111.23729465276779 40.64328385607803, -111.24205420213428 40.64333676923299, -111.24195241545561 40.63964734273182, -111.23719328629464 40.639572262657026, -111.23243404923005 40.6394971668369, -111.2325351099862 40.64323074673585, -111.23263606440176 40.646964234246724, -111.23273728921126 40.650703934753906, -111.23283852631096 40.65444363271352))"
639,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,240.0,246.35,subsurface,Summit,SL,2S,6E,14,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.23283852631096 40.65444363271352, -111.2372205662552 40.65442597534824, -111.23759873281222 40.65442582847707, -111.2423595168259 40.65440494399074, -111.24225769351632 40.65071552494298, -111.23749731400463 40.65070982832818, -111.23739603082475 40.64699526681304, -111.23729465276779 40.64328385607803, -111.24205420213428 40.64333676923299, -111.24195241545561 40.63964734273182, -111.23719328629464 40.639572262657026, -111.23243404923005 40.6394971668369, -111.2325351099862 40.64323074673585, -111.23263606440176 40.646964234246724, -111.23273728921126 40.650703934753906, -111.23283852631096 40.65444363271352))"
640,UT,28 Stat. 107-110 (1894),Utah State University,Trust Lands Administration,Utah State University,240.0,246.35,subsurface,Summit,SL,2S,6E,14,https://gis.trustlands.utah.gov/server/rest/services/Ownership/UT_SITLA_Ownership_Beneficiary/MapServer/0,"POLYGON ((-111.23283852631096 40.65444363271352, -111.2372205662552 40.65442597534824, -111.23759873281222 40.65442582847707, -111.2423595168259 40.65440494399074, -111.24225769351632 40.65071552494298, -111.23749731400463 40.65070982832818, -111.23739603082475 40.64699526681304, -111.23729465276779 40.64328385607803, -111.24205420213428 40.64333676923299, -111.24195241545561 40.63964734273182, -111.23719328629464 40.639572262657026, -111.23243404923005 40.6394971668369, -111.2325351099862 40.64323074673585, -111.23263606440176 40.646964234246724, -111.23273728921126 40.650703934753906, -111.23283852631096 40.65444363271352))"
