,state,state_enabling_act,trust_name,managing_agency,university,gis_acres,rights_type,activity,data_source,geometry
402,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,36.0,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-122.13959172067005 46.734231645923195, -122.13992284943382 46.73423291873671, -122.14482637718318 46.734232838766054, -122.14472678688848 46.730952127131324, -122.13950067323134 46.73095783342216, -122.13959172067005 46.734231645923195))"
403,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,324.17,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-119.62915359565109 47.404277829200865, -119.61877822076417 47.40456541043756, -119.61894444590523 47.4118972012464, -119.64017300298644 47.41139942012131, -119.64011247101425 47.40411090029256, -119.62915359565109 47.404277829200865))"
404,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,82.41,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-119.74411880030614 48.17071969605677, -119.74409014027466 48.17800728774792, -119.74961604157637 48.17798933083233, -119.74971859447385 48.170778781530466, -119.74411880030614 48.17071969605677))"
405,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,120.2,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-119.98189846323399 46.17122371654251, -119.98173538707692 46.17844138952153, -119.99213119917137 46.17852936149907, -119.99211007737647 46.17484936266369, -119.98711040634346 46.17485634070379, -119.98719138904661 46.171269025239845, -119.98189846323399 46.17122371654251))"
406,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,163.95,surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-122.47187748951103 46.44519742027657, -122.48255927380872 46.44514074606187, -122.4824634056564 46.4378409610802, -122.47188284184985 46.43788561210149, -122.47187748951103 46.44519742027657))"
407,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,162.0,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-122.98299345373744 47.42883093179224, -122.98300346585562 47.432455752824026, -122.9883636886842 47.43245772015608, -122.99090871807883 47.432458840726255, -122.99105389709356 47.43245890211391, -122.99374410561865 47.43246002181281, -122.99377297051215 47.43065672729418, -122.9937874022295 47.4297550795027, -122.99379461992481 47.42930425543067, -122.99385954948609 47.42524683531922, -122.98298344701291 47.425206104976915, -122.98299345373744 47.42883093179224))"
408,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,40.51,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-119.71144015608245 48.19967259154646, -119.71139177119743 48.20331237751218, -119.71685846775296 48.2033212447097, -119.71689386373328 48.199695979307656, -119.71144015608245 48.19967259154646))"
409,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,40.09,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-124.0109141881821 48.073033928488165, -124.01619498787261 48.073167121337924, -124.0163285448177 48.06945154048247, -124.01083529641694 48.06941024376876, -124.0109141881821 48.073033928488165), (-124.01327316840558 48.07159340208909, -124.01382101787722 48.07158405823129, -124.01381001100312 48.071956974469344, -124.0133194456877 48.07196614319374, -124.01327316840558 48.07159340208909))"
410,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,544.97,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-121.94369862022782 48.32616266941012, -121.95435587632761 48.32616462490538, -121.95968576751433 48.32616388137669, -121.9652834242652 48.32615982980433, -121.96617451526177 48.318990777291866, -121.96588086532034 48.31530422024126, -121.96607995750371 48.311685662634844, -121.95476080989813 48.31155284888676, -121.94910795171168 48.311523978690275, -121.9489275884059 48.31513942779437, -121.94874720030965 48.31875486735562, -121.94888721548598 48.32245932496259, -121.94331666619533 48.322429681541976, -121.94369862022782 48.32616266941012))"
411,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,6.35,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-121.32362940876597 48.53023262413629, -121.32362832496608 48.530259980202224, -121.32369805785648 48.530300831700266, -121.32376467661088 48.53033985814283, -121.32392586857303 48.530357233443965, -121.32409814971352 48.53034477201295, -121.32417721140996 48.53033905061677, -121.32434421003484 48.530316480059675, -121.32463500714846 48.53026806006841, -121.3247956835278 48.530255302854535, -121.324993309737 48.53024737377866, -121.32529140833631 48.53023542006968, -121.32558388820155 48.53021009889416, -121.32613645980932 48.53013293936761, -121.32645741107353 48.530082074922205, -121.32670457308333 48.53006049108805, -121.32686941610649 48.53005043910045, -121.32720029532379 48.530040600332, -121.32751794260687 48.53004181200036, -121.32768312085358 48.53005298990606, -121.32800951529886 48.5300856441219, -121.328116830469 48.53008969318489, -121.32844231981602 48.530064819704585, -121.32900614507257 48.53004513123503, -121.32901187683026 48.52962793089463, -121.32365786988572 48.52951521069025, -121.32362940876597 48.53023262413629))"
412,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,39.82,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-121.61151641319488 48.28064928587151, -121.61184167633363 48.284350967119686, -121.6171341226668 48.28421422456853, -121.61685235508189 48.28057940919462, -121.61151641319488 48.28064928587151))"
413,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,400.44,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-122.17799244155293 48.861374118222564, -122.18883199642084 48.86137429572524, -122.19967155432427 48.8613734601981, -122.199756334217 48.85405547889589, -122.1997851799918 48.84686372571026, -122.1887554201862 48.846848440813126, -122.18881273558486 48.857721240269974, -122.1779391990545 48.85772695661205, -122.17799244155293 48.861374118222564))"
414,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,40.69,surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-121.31833064909645 46.01206855794667, -121.3235642022916 46.01203134380141, -121.32364259181897 46.008369349405335, -121.31841067627506 46.008419118298555, -121.31833064909645 46.01206855794667))"
415,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,82.18,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-122.92942324864795 47.4574710059326, -122.93479378599086 47.457581369201336, -122.93490882783935 47.45390130735791, -122.93504401386662 47.450253730045105, -122.92962669022576 47.45008795312171, -122.92942324864795 47.4574710059326))"
416,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,203.52,surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-121.91906565441914 47.48577429067195, -121.92970155835845 47.4859388863145, -121.92977789174238 47.47858565709907, -121.91631200457732 47.47848469237286, -121.91627595977944 47.482107542318445, -121.91623991009688 47.48573038634704, -121.91906565441914 47.48577429067195))"
417,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,40.36,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-122.88594313332285 47.461079240863924, -122.89125547401419 47.461161108833224, -122.89126240923324 47.45754029250834, -122.88590365858397 47.45739630283272, -122.88594313332285 47.461079240863924))"
418,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,124.39,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-121.9616817384174 47.5009901123647, -121.96168129695513 47.50763428244873, -121.97229150535556 47.506053496742915, -121.97228187772369 47.50536490259888, -121.97227574822786 47.50492635878271, -121.97226330045412 47.50393944583188, -121.97225312941417 47.50313298309255, -121.97223055332044 47.50133963282722, -121.9616817384174 47.5009901123647))"
419,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,645.66,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-118.18767403904484 46.82534551327611, -118.18887226787331 46.82536183373458, -118.18884412325986 46.82632110326547, -118.20906492382687 46.82659053214557, -118.20966558576858 46.81217233409529, -118.18806609580689 46.81198847792218, -118.18797775757962 46.81499866984304, -118.18767403904484 46.82534551327611))"
420,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,637.72,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-120.78282385958278 46.79676963007602, -120.80357515368013 46.79694507040405, -120.80388869819393 46.78233125712857, -120.78284430401425 46.78228688535354, -120.78282385958278 46.79676963007602))"
421,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,80.7,surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-118.1011775643301 48.85744480052039, -118.10119011200337 48.86474597110397, -118.10663768649918 48.864782131852266, -118.10669386786478 48.85748235389667, -118.1011775643301 48.85744480052039))"
422,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,638.75,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-119.70448685547136 47.41070342777764, -119.70452593056525 47.42518575017363, -119.72584356752404 47.42497962495285, -119.72573797895248 47.410511626656145, -119.70448685547136 47.41070342777764))"
423,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,635.01,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-120.76189095787284 46.76799268890309, -120.76193690476038 46.78250259754618, -120.78284430401425 46.78228688535354, -120.78278103619937 46.76783221183186, -120.76189095787284 46.76799268890309))"
424,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,86.06,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-121.60086195431631 48.29871999437978, -121.60833632050799 48.29869994486232, -121.60897200588992 48.298695986048614, -121.61010727012584 48.29869285509058, -121.61071797633106 48.29870194095816, -121.61196954821722 48.29868630469382, -121.61193684779141 48.294915925177094, -121.61026168139934 48.29491294168646, -121.60985355353323 48.294912211867285, -121.60082296264106 48.29489568419534, -121.60086195431631 48.29871999437978))"
425,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,40.65,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-121.64253263548669 48.298466316163015, -121.64253276455018 48.29847963871443, -121.64269603561286 48.29848047477915, -121.64793736686782 48.298501848170304, -121.64788287854297 48.29624197797359, -121.64787840291383 48.29605636195298, -121.64784835390182 48.2948100662668, -121.64249914417731 48.29475468549994, -121.64253263548669 48.298466316163015))"
426,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,173.92,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-121.57841875388006 48.29895801465575, -121.57986843049538 48.29879522498565, -121.58823172704841 48.29886432056592, -121.5896402190972 48.29884706502715, -121.59926003892113 48.29872582325267, -121.59982101625093 48.29872185477143, -121.60086195431631 48.29871999437978, -121.60082296264106 48.29489568419534, -121.58958551848663 48.29502143500586, -121.5839589824349 48.29506490553466, -121.57833231878088 48.29510794490059, -121.57838185033697 48.29732486148988, -121.57841875388006 48.29895801465575))"
427,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,40.24,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-124.1732615493824 47.21974319304265, -124.1679142606422 47.219709964673335, -124.16795849537192 47.22333142990327, -124.17330262885234 47.22335831783566, -124.1732615493824 47.21974319304265))"
428,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,38.2,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-121.61184167633363 48.284350967119686, -121.61187145867584 48.28587722958733, -121.61187513002977 48.2860597881303, -121.61187538645358 48.287828843765226, -121.61726701276044 48.2877571738275, -121.6171341226668 48.28421422456853, -121.61184167633363 48.284350967119686))"
429,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,614.74,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-121.60845073727145 45.84006858772291, -121.62860856311714 45.8402352425065, -121.62868326995398 45.83662820117343, -121.62875800624222 45.833021160048006, -121.62883269409078 45.829414147349254, -121.62890737160726 45.82580710785866, -121.60863157173193 45.82599800466284, -121.60845073727145 45.84006858772291))"
430,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,42.65,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-119.74956343239667 48.15245752829608, -119.74964535087523 48.156199243732466, -119.75517093359365 48.156183584661406, -119.75515443016417 48.1524194906577, -119.74956343239667 48.15245752829608))"
431,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,165.0,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-121.25023054663481 46.03016160177526, -121.26090150125403 46.030243319343086, -121.26089342231147 46.022965176530064, -121.25018505733401 46.02292326133507, -121.25023054663481 46.03016160177526))"
432,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,80.11,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-124.17296770173307 47.179933560292355, -124.17827119260416 47.17993396485066, -124.17828612464561 47.17631522534842, -124.17830356074855 47.17269345909071, -124.17297161587129 47.1727051538794, -124.17296770173307 47.179933560292355))"
433,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,198.22,surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-123.04339861728822 47.06073099715248, -123.0486915948704 47.06079290191852, -123.04859739755743 47.06447766100511, -123.05391290389043 47.064498538228214, -123.05398458588559 47.060854591372355, -123.05412406453587 47.053570857641695, -123.04361817736309 47.053690050025736, -123.04339861728822 47.06073099715248))"
434,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,629.52,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-120.82486601782965 46.81136480715567, -120.82502152212517 46.81866174619571, -120.82507236306422 46.82581942527068, -120.84420164180854 46.82545674824839, -120.84607744440923 46.825491203252184, -120.84605543175036 46.818591166622376, -120.84623347476199 46.811434154718455, -120.82486601782965 46.81136480715567))"
435,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,39.44,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-117.84087239643178 48.619792226921696, -117.84081070519603 48.623384557390224, -117.84620859375008 48.62350210937942, -117.84631503482359 48.61991377919148, -117.84087239643178 48.619792226921696))"
436,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,73.3,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-122.12946236362849 46.73419025430083, -122.13439336787779 46.734210470814666, -122.13422706288212 46.72730661973593, -122.12903575670381 46.72729712379962, -122.12946236362849 46.73419025430083))"
437,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,79.85,surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-121.57402327193529 47.82761152592598, -121.5685829305239 47.82770444685782, -121.56852510021973 47.83125085484591, -121.57392807395881 47.831200924343584, -121.57935987893677 47.831139681391136, -121.57940232011593 47.82751940220595, -121.57402327193529 47.82761152592598))"
438,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,42.27,surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-121.32364259181897 46.008369349405335, -121.32890318549498 46.008546121769136, -121.32902018117709 46.00471750825307, -121.32378325866691 46.004633129570976, -121.32364259181897 46.008369349405335))"
439,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,39.15,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-122.96694836284593 47.41803568934107, -122.9616434655566 47.418124299828385, -122.9616239427382 47.42166049452712, -122.96694517676909 47.42160832671877, -122.96694836284593 47.41803568934107))"
440,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,343.08,surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-123.82812200550137 46.472486561742215, -123.83085451681889 46.47247664772529, -123.8311055644055 46.46466588434648, -123.8098065775089 46.464842939742056, -123.80959342557348 46.472280899981826, -123.82812200550137 46.472486561742215))"
441,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,611.36,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-122.45891829171494 46.29930515103531, -122.46939281084781 46.29940113586348, -122.46944174005652 46.28486081613496, -122.4486104255221 46.284314496370754, -122.44851487032463 46.29190258482354, -122.44846707791235 46.29561433402492, -122.45368725284892 46.29565137850284, -122.45363687420857 46.299252247633696, -122.45891829171494 46.29930515103531))"
442,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,118.57,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-122.97230750078766 47.410879654998645, -122.96168568648264 47.41081887926613, -122.96166338467124 47.41447201539615, -122.9616434655566 47.418124299828385, -122.96694836284593 47.41803568934107, -122.96696405683863 47.41444599478046, -122.97226973590725 47.41435065460454, -122.97230750078766 47.410879654998645))"
443,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,641.76,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-122.49068964559756 46.28498848964777, -122.51154569274104 46.284889891791615, -122.51204369377824 46.27047080654873, -122.50109399130784 46.270456663398285, -122.49103525715844 46.27044131385697, -122.49068964559756 46.28498848964777))"
444,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,529.01,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-123.25568748971345 46.255371308774016, -123.2758341780016 46.255295881402, -123.27596586374607 46.2407483924186, -123.2665940130102 46.240763501921066, -123.26208227109211 46.24069602693554, -123.2613190300933 46.24743489809428, -123.2570018772515 46.2473151742899, -123.25568748971345 46.255371308774016))"
445,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,239.5,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-121.93345397748764 48.297463969532345, -121.9323446551961 48.307782875947055, -121.94372109724992 48.30797741770458, -121.9442910059621 48.30094348174531, -121.94456489923402 48.29741839873256, -121.94441397008721 48.29741887292923, -121.93475685601716 48.29745843886842, -121.93345397748764 48.297463969532345))"
446,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,11.04,surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-123.66215761351403 46.54811410299818, -123.66361458122778 46.54810868175359, -123.66354756276736 46.544469115204365, -123.66211958968827 46.54448652470248, -123.66213362258593 46.545825370770366, -123.66215761351403 46.54811410299818))"
447,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,18.76,surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-122.41617488499026 46.02319275467961, -122.42135096406102 46.023247034157635, -122.42132324833517 46.02155382060586, -122.41616211947421 46.02147202294373, -122.41617488499026 46.02319275467961))"
448,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,315.52,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-121.93122777777464 45.72314040009505, -121.941473896127 45.72315007258428, -121.94153689114411 45.71614196032388, -121.9415378278396 45.71606531646748, -121.94156904106168 45.71253184286372, -121.94160114063928 45.708919958060186, -121.93121924615718 45.70876028865314, -121.93122777777464 45.72314040009505))"
449,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,632.19,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-122.1636765727287 46.01146026931704, -122.1841696417349 46.01119833806889, -122.18428180607455 45.997262197187446, -122.16301017677276 45.996935547948645, -122.1636765727287 46.01146026931704))"
450,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,79.72,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-122.49986675183352 46.437771126165075, -122.51030881741637 46.43785148864283, -122.5103344121187 46.43422850212995, -122.4999547631066 46.43414025682075, -122.49986675183352 46.437771126165075))"
451,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,38.47,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-121.92528761897086 45.69785272278812, -121.93025664921934 45.69781955554531, -121.92995813901534 45.694183488412875, -121.92993652133245 45.694180087842824, -121.92829808789504 45.69419779413384, -121.92502797068246 45.69422970354989, -121.92528761897086 45.69785272278812))"
452,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,157.36,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-121.26597339968431 46.03026326093457, -121.27104530177547 46.0302829753648, -121.27105177881201 46.022982045114745, -121.26089342231147 46.022965176530064, -121.26090150125403 46.030243319343086, -121.26597339968431 46.03026326093457))"
453,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,177.96,surface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-123.23090785890057 46.30559568371562, -123.23135487769765 46.312885025321336, -123.23708849710019 46.31302871162945, -123.23672253908892 46.30572579011556, -123.23618336064507 46.298478142642985, -123.23038028534748 46.29834780349504, -123.23090785890057 46.30559568371562))"
454,WA,"25 Stat. 676-684, esp. 679-81 (1889)",Scientific School,Department of Natural Resources,Washington State University,81.37,surface+subsurface,timber,https://gis.dnr.wa.gov/site3/rest/services/Public_Boundaries/WADNR_PUBLIC_Cadastre_OpenData/MapServer/6/,"POLYGON ((-122.8755073013506 47.51739490542466, -122.88604703426168 47.517228639615155, -122.88595373465209 47.51346294604114, -122.88387733649758 47.51352552807592, -122.88206765055713 47.51355436304052, -122.87547958037136 47.51365070438564, -122.8755073013506 47.51739490542466))"
