,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,data_source,geometry
610,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,80.0,81.49,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.40080936747276 45.79011801424936, -116.40079483489436 45.793763724536625, -116.40602027296937 45.79377901691816, -116.40603569523213 45.79012355689285, -116.40605114629683 45.786467986309106, -116.40082392864792 45.78647227712653, -116.40080936747276 45.79011801424936))"
611,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,80.0,80.41,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.44242227009491 45.79017627724801, -116.44240495082722 45.79381418055012, -116.44758958594132 45.79382638996251, -116.45277424511312 45.79383835058489, -116.4527824801767 45.79021058517751, -116.44760237423218 45.790193541211536, -116.44242227009491 45.79017627724801))"
612,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,280.0,280.27,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.43725987926422 45.78289076038911, -116.44243290170695 45.782912775884796, -116.44242624677479 45.77928715013967, -116.44241956391502 45.77566105235202, -116.44241290845265 45.7720349538859, -116.43724754949335 45.772013520263506, -116.43208218991845 45.77199208765476, -116.43208376299339 45.77561757508829, -116.43208530870557 45.77924306120869, -116.43208685426858 45.782868521133956, -116.43208839945864 45.78649400887426, -116.43726400674095 45.78651621850632, -116.43725987926422 45.78289076038911))"
613,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,480.0,484.03,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.41646579564684 45.76467645405916, -116.41127929540475 45.76466749236524, -116.41128881641647 45.76830064633155, -116.41129833816287 45.7719338010719, -116.41649430752703 45.771948373219175, -116.42169027875946 45.77196294355226, -116.42688621985245 45.771977515449656, -116.43208218991845 45.77199208765476, -116.43205372750347 45.76834699006689, -116.43202526330553 45.76470189329751, -116.42683876611363 45.76469365346278, -116.42681502422715 45.76105141748212, -116.42679131107546 45.757409041259386, -116.421614310327 45.75740644017454, -116.41643728238365 45.757403811705395, -116.41645155231085 45.76104018846287, -116.41646579564684 45.76467645405916))"
614,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,320.0,321.42,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.40087971043961 45.75015686721381, -116.40088025115868 45.74653123369962, -116.39569855381772 45.74653627263544, -116.39051685686407 45.74654105995815, -116.39051023434875 45.75016511076331, -116.39050359201309 45.75378915467287, -116.39049691984363 45.75741319819714, -116.39568778110434 45.757410216077176, -116.40087861537056 45.757407205312624, -116.40606944828255 45.757404194168146, -116.4060669544196 45.7537783724023, -116.40606446211176 45.75015241368455, -116.40087971043961 45.75015686721381))"
615,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,640.0,641.77,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.86992246989142 46.30603038104823, -115.86992719954378 46.302384150487846, -115.86992097020136 46.29875373656976, -115.869912502938 46.29510680873026, -115.86471527653538 46.295077833615395, -115.85947817586695 46.29504264306364, -115.85427470527607 46.295006856740116, -115.8490438409153 46.294979635815324, -115.84907641963827 46.298606905044615, -115.84911223427738 46.302286260880315, -115.84916182031223 46.3059104724696, -115.84918307948307 46.30959286755716, -115.85435356450843 46.309615374570754, -115.85953895116823 46.30961043552811, -115.86473358609084 46.309633218329, -115.86989751504433 46.30966127576835, -115.86992246989142 46.30603038104823))"
616,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,640.0,635.0,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.32985293874872 46.61353978031075, -116.3351371036254 46.61363695868125, -116.3404212950717 46.61373413690026, -116.3457054608955 46.61383131603327, -116.35098965198966 46.61392849503588, -116.35098776525211 46.610334098325716, -116.35098590492464 46.606739728883944, -116.35098401757254 46.60314535900987, -116.35098213197924 46.59955098991166, -116.34573718721259 46.599478757592955, -116.34049224427345 46.59940655172352, -116.33524730083234 46.59933431835392, -116.33000233054739 46.599262112921224, -116.32996499587358 46.602831536610495, -116.32992763544203 46.606400931933564, -116.32989030133626 46.609970356327864, -116.32985293874872 46.61353978031075))"
617,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,120.0,119.68,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.84458080732837 46.65464573318217, -115.84984590267031 46.65466376068275, -115.85004016256799 46.658235633347495, -115.85530196832225 46.658273421691966, -115.85510931254663 46.65468072074949, -115.85509687300737 46.651063204148215, -115.85488135738755 46.6510625640623, -115.84983457454157 46.65104745457639, -115.84457041189778 46.65103072784832, -115.84458080732837 46.65464573318217))"
618,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,550.83,553.05,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.87055014258246 46.61469792504011, -115.8653414960853 46.61469072501427, -115.86555510444717 46.61842855598495, -115.86555566800178 46.62205555092274, -115.86555620523092 46.62568254692371, -115.8655567673964 46.629309515252906, -115.87028589513001 46.62932402823992, -115.87056000220369 46.62924885987288, -115.87080558247355 46.629217771410325, -115.87164823837995 46.6291112051496, -115.87184438329514 46.62932878369054, -115.87605446028923 46.629341694420894, -115.88130430472107 46.629358117455205, -115.88621560118902 46.629538757980534, -115.88616852922377 46.62591594108332, -115.88611903623809 46.62229278226296, -115.88606652395175 46.61866926528385, -115.88130180489935 46.61848463471496, -115.87605237770042 46.618466127598495, -115.87576717757726 46.61471783739442, -115.87055014258246 46.61469792504011))"
619,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,2.25,2.1,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.81310933888166 46.61831629781351, -115.81296900055497 46.619437802852104, -115.81360018382553 46.61926201677111, -115.8144988674274 46.61832290023912, -115.81310933888166 46.61831629781351))"
620,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,120.0,119.67,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.86428124684824 46.727737276662644, -115.85904800445961 46.72773072600547, -115.85930260774524 46.7313403325131, -115.86429783747558 46.73135763397479, -115.86980800379152 46.731403358065755, -115.86951448670314 46.727743577008454, -115.86949856129739 46.7241200273752, -115.86426465333176 46.72411678144847, -115.86428124684824 46.727737276662644))"
621,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,160.0,160.33,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.84844597462256 46.69514135140055, -115.84318689117279 46.6951324252774, -115.83792862901753 46.69511983410597, -115.83793217940588 46.69874619874211, -115.83804741658064 46.70236247914042, -115.84329692337535 46.70238547919766, -115.84852377106226 46.70240412261696, -115.84847991970912 46.6987852554139, -115.84844597462256 46.69514135140055))"
622,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,120.0,119.95,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.83266533343917 46.68065772549282, -115.83792218154036 46.680667943979465, -115.84317568201143 46.680679188709, -115.84317910340641 46.677060029283915, -115.84318420497735 46.67344028454892, -115.83943937098755 46.67343089079148, -115.83793085121066 46.673427154563335, -115.83792556078329 46.67704806063375, -115.83266656280526 46.67703706919586, -115.83266533343917 46.68065772549282))"
623,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,40.0,39.94,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.37479027606169 47.16335665751698, -116.36949993160229 47.16336426308829, -116.36951002903639 47.16698933513234, -116.37479926162042 47.166981617312345, -116.37479027606169 47.16335665751698))"
624,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,360.0,361.09,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.2897926494778 47.145262158438506, -116.28973825222923 47.141619263599644, -116.2896838729191 47.137976365539075, -116.28440906196246 47.13800919133624, -116.27913423554917 47.13804177417739, -116.27385732057373 47.13804789505452, -116.26858039542246 47.13805377179357, -116.26854765093532 47.14168843119209, -116.26851491107945 47.145323088521735, -116.27384930406578 47.145308184227325, -116.27918368493853 47.145293032302156, -116.28448816997248 47.145277717862, -116.28453472524217 47.148914872539194, -116.28986097174533 47.14890265264444, -116.2897926494778 47.145262158438506))"
625,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,,393.26,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.31109412381176 47.116266009696304, -116.31110280066352 47.11989056148884, -116.31111147609538 47.12351511228133, -116.31641409646481 47.12351131837243, -116.32171671610782 47.12350755221151, -116.32701933519928 47.12350375709905, -116.3294185190754 47.12350207087745, -116.32941888072557 47.11988395569832, -116.32941925207952 47.11626575921092, -116.32941963237313 47.112647433735255, -116.32941993711304 47.109816131424935, -116.32942002293639 47.10902907013531, -116.3269776536041 47.10902741990422, -116.32167736794533 47.10902390655406, -116.3216872127032 47.11264506771944, -116.32169702860456 47.11626622934854, -116.31639557559201 47.1162662437518, -116.31109412381176 47.116266009696304))"
626,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,235.08,239.98,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.51179805932486 47.25043002739868, -116.51181688856391 47.25411278191436, -116.51713921052907 47.25410661795178, -116.52227236261685 47.25410059882002, -116.52227035783507 47.250411095523106, -116.52226840509466 47.24672151446221, -116.52226646424306 47.24303195641108, -116.52226452219972 47.23934236856334, -116.51707262249913 47.23936194443384, -116.51708917469267 47.24304819719403, -116.51710572525393 47.246734285187216, -116.51177926599568 47.24674722518205, -116.51179805932486 47.25043002739868))"
627,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,40.0,39.69,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.1686418994575 47.60171967781468, -116.17395621312896 47.60170890413401, -116.1739572061924 47.598095104996695, -116.16864047706979 47.598105683501394, -116.1686418994575 47.60171967781468))"
628,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,80.0,79.82,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.15793399297013 47.5800440734832, -116.15796108179516 47.58366353762264, -116.16329142060526 47.58365556898028, -116.16327066499454 47.58003813158899, -116.1632499372988 47.576420446051884, -116.1579069032493 47.57642460919441, -116.15793399297013 47.5800440734832))"
629,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,160.0,160.48,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.91548726301785 47.99922954542512, -116.91555899521761 48.00285481867883, -116.92089774137237 48.00286873763919, -116.92630828009955 48.002879024428225, -116.93172936344828 48.00288419637343, -116.93715630780714 48.00288583676512, -116.93712208473288 47.999271611967345, -116.93167623330118 47.99926700383791, -116.93166095407248 47.9992669747846, -116.92624191550571 47.99925644383779, -116.92082877778643 47.99924433581101, -116.91548726301785 47.99922954542512))"
630,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,163.7,165.25,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.41121058859338 45.80123411585788, -116.41640316442603 45.801241880177415, -116.42159573980308 45.80124961784427, -116.42161841310407 45.79742988361483, -116.42163997726858 45.793792034576406, -116.41644284314427 45.79379318732138, -116.41124568300849 45.7937940876122, -116.41122848237588 45.79743618651775, -116.41121058859338 45.80123411585788))"
631,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,640.0,644.82,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.42168338288545 45.786478838833766, -116.42688590565277 45.786486409430836, -116.43208839945864 45.78649400887426, -116.43208685426858 45.782868521133956, -116.43208530870557 45.77924306120869, -116.43208376299339 45.77561757508829, -116.43208218991845 45.77199208765476, -116.42688621985245 45.771977515449656, -116.42169027875946 45.77196294355226, -116.41649430752703 45.771948373219175, -116.41129833816287 45.7719338010719, -116.41129333025333 45.77556625981369, -116.41128835082252 45.77919872054314, -116.41128337264632 45.782831208137544, -116.41127836383338 45.786463669264954, -116.41648088645914 45.786471267107764, -116.42168338288545 45.786478838833766))"
632,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,173.05,173.97,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.56652564169833 45.97171928547717, -116.56648199344606 45.97596610500859, -116.56670793561905 45.975965300097904, -116.56955830760394 45.975957323509846, -116.5716932472547 45.975951302454206, -116.57190360514133 45.975950524944516, -116.57215195522241 45.975949803183504, -116.5761895872312 45.975937999049236, -116.57690344222475 45.97592866751765, -116.57692488099275 45.97358559252273, -116.57693888174595 45.97205567453578, -116.57694176040542 45.9717410940091, -116.57697310740976 45.96811623579677, -116.57176799124746 45.96810492883738, -116.56656290254796 45.96809340083316, -116.56652564169833 45.97171928547717))"
633,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,480.0,478.57,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.78616477681332 46.31294872609398, -115.78616416945285 46.3165655268591, -115.78618301179242 46.32019084616374, -115.79133622128589 46.3202193486249, -115.79653259930303 46.3202487896912, -115.80188197522158 46.320246821311514, -115.80697333787954 46.320231886417126, -115.80705572670512 46.3166451356122, -115.80708522641895 46.31302714266338, -115.80701894683358 46.309465187742475, -115.80177300073615 46.30943924105001, -115.79658624777643 46.30940290256216, -115.79134053089363 46.30936020380655, -115.78615413769444 46.30931196767846, -115.78616477681332 46.31294872609398))"
634,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,630.49,650.22,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.89073644827221 46.32080144400968, -115.89065606719856 46.317120573557, -115.89066632430809 46.313427594264446, -115.8907023272429 46.30976479981601, -115.88563366802016 46.30973828839657, -115.88037708897646 46.309711152536536, -115.87512361580718 46.309679184193136, -115.86989751504433 46.30966127576835, -115.86988128997011 46.31333482900017, -115.86983842762434 46.31697531043684, -115.86978626343368 46.32066983784353, -115.86971972345113 46.32433739107634, -115.87495197996233 46.32446328207577, -115.88036373131771 46.32440559553369, -115.88578295395543 46.32445151501924, -115.89081073202676 46.3244900092039, -115.89073644827221 46.32080144400968))"
635,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,635.04,645.57,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.89074006453986 46.30609194577129, -115.89077655552785 46.3023666064229, -115.89077355197368 46.29871777276402, -115.89075779379822 46.295070237021164, -115.88564586112433 46.29506403971722, -115.88038214601433 46.295051130464934, -115.87516157611076 46.2950711939737, -115.869912502938 46.29510680873026, -115.86992097020136 46.29875373656976, -115.86992719954378 46.302384150487846, -115.86992246989142 46.30603038104823, -115.86989751504433 46.30966127576835, -115.87512361580718 46.309679184193136, -115.88037708897646 46.309711152536536, -115.88563366802016 46.30973828839657, -115.8907023272429 46.30976479981601, -115.89074006453986 46.30609194577129))"
636,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,640.0,649.58,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.84918307948307 46.30959286755716, -115.84916182031223 46.3059104724696, -115.84911223427738 46.302286260880315, -115.84907641963827 46.298606905044615, -115.8490438409153 46.294979635815324, -115.84381033936022 46.29495169409263, -115.83852679380647 46.29492008391983, -115.83328996613635 46.294888242374306, -115.82800983694756 46.29485463475482, -115.82800665455008 46.29848990694759, -115.82800745223027 46.30210242422563, -115.82802508309832 46.30574580506089, -115.82803852275103 46.30935016087131, -115.83325856562995 46.309404201617276, -115.8386108450609 46.30946633493029, -115.84382973466339 46.30952874294362, -115.84918307948307 46.30959286755716))"
637,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,640.0,646.41,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.81751729020564 46.30939620048636, -115.82275410310358 46.309371399878195, -115.82803852275103 46.30935016087131, -115.82802508309832 46.30574580506089, -115.82800745223027 46.30210242422563, -115.82800665455008 46.29848990694759, -115.82800983694756 46.29485463475482, -115.82275781650742 46.294872368789285, -115.81747236217129 46.29488519452095, -115.8122281083198 46.29490235872354, -115.80693749070488 46.29492340903365, -115.80695123407354 46.298549365186204, -115.80695952930058 46.302194359521316, -115.8069898881432 46.30580313772543, -115.80701894683358 46.309465187742475, -115.812301331519 46.309429947035724, -115.81751729020564 46.30939620048636))"
638,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,280.0,281.37,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.77562033485506 46.30566565439194, -115.7756676346436 46.30929064131729, -115.78089221462398 46.30930319848433, -115.78615413769444 46.30931196767846, -115.78610705853077 46.30573809295494, -115.78604172139676 46.30208316973246, -115.78599106786571 46.29846513660707, -115.78594658997505 46.294846133692225, -115.78072534742594 46.29480877868854, -115.7754443515207 46.294772664897174, -115.77550014394293 46.298408262401864, -115.78074492602738 46.298436209068704, -115.78080025432413 46.302063306310494, -115.77555756441613 46.302044482303785, -115.77562033485506 46.30566565439194))"
639,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,480.0,481.58,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.7650083484345 46.28783645696678, -115.76498595405656 46.29110648827596, -115.76498276330122 46.29146461258853, -115.76494668804547 46.294702868808294, -115.77019050327516 46.29473992938687, -115.7754443515207 46.294772664897174, -115.78072534742594 46.29480877868854, -115.78594658997505 46.294846133692225, -115.78597377527433 46.29125613583613, -115.78601312465068 46.28762077984896, -115.78604413420148 46.28402415793054, -115.7860837479509 46.28039543747032, -115.78078391037504 46.28037293030394, -115.77554534838487 46.28032118024466, -115.77550939875003 46.28394066728441, -115.77548675036167 46.28756083392276, -115.77024375981054 46.28753220090671, -115.76501039196945 46.287509973731304, -115.7650083484345 46.28783645696678))"
640,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,640.0,642.7,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.7860837479509 46.28039543747032, -115.78604413420148 46.28402415793054, -115.78601312465068 46.28762077984896, -115.78597377527433 46.29125613583613, -115.78594658997505 46.294846133692225, -115.79123562674755 46.29487441072402, -115.79644196077463 46.294894593228165, -115.80173741275495 46.294907042486656, -115.80693749070488 46.29492340903365, -115.80694924528953 46.29131191135131, -115.80697100646759 46.28767324145202, -115.80701039100875 46.28406663896446, -115.80704826063962 46.28042322455484, -115.80177130915513 46.28041488342508, -115.79656600282938 46.280405695338416, -115.79129903450911 46.28041114516999, -115.7860837479509 46.28039543747032))"
641,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,640.0,646.77,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.80701039100875 46.28406663896446, -115.80697100646759 46.28767324145202, -115.80694924528953 46.29131191135131, -115.80693749070488 46.29492340903365, -115.8122281083198 46.29490235872354, -115.81747236217129 46.29488519452095, -115.82275781650742 46.294872368789285, -115.82800983694756 46.29485463475482, -115.82804057477229 46.29121194021319, -115.82807736312398 46.287579195394166, -115.8280518287514 46.28396282281014, -115.82801803911703 46.28036385318213, -115.82277988032682 46.28036918680166, -115.81755003483661 46.28036893695933, -115.81229191973306 46.28039446338257, -115.80704826063962 46.28042322455484, -115.80701039100875 46.28406663896446))"
642,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,40.0,39.09,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.86913497286936 46.46612830404091, -115.86902404650378 46.469694064863546, -115.87423030035906 46.469713482176246, -115.87434330651325 46.46616490829343, -115.86913497286936 46.46612830404091))"
643,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,80.0,80.37,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.82741047308228 46.498919764383, -115.82336781259198 46.49892426445424, -115.8233394093144 46.50256557914166, -115.82332321731371 46.50620178312717, -115.82851227391518 46.50618838913447, -115.82866706866241 46.50252161982066, -115.82848461298559 46.498918546762205, -115.82741047308228 46.498919764383))"
644,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,640.0,631.85,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-116.35098776525211 46.610334098325716, -116.35098965198966 46.61392849503588, -116.35619984249735 46.61405306381636, -116.36141000715958 46.61417763402309, -116.36662019679062 46.61430220280655, -116.37183038798395 46.614426772447324, -116.37182339138903 46.61081406843785, -116.37181642346548 46.607201363734305, -116.37180942811028 46.60358865950043, -116.37180243398944 46.59997595424168, -116.36659737883217 46.59986972039879, -116.36139229688789 46.59976345785335, -116.35618721287406 46.59965722459258, -116.35098213197924 46.59955098991166, -116.35098401757254 46.60314535900987, -116.35098590492464 46.606739728883944, -116.35098776525211 46.610334098325716))"
645,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,80.0,80.01,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.84473659394156 46.66904689528554, -115.84999712318418 46.66908827280173, -115.85525877328176 46.669130319717695, -115.85527417295619 46.66551222748914, -115.8500118462324 46.66547154185052, -115.84475039081988 46.66543084830527, -115.84473659394156 46.66904689528554))"
646,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,408.64,408.54,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.87630621728648 46.66203482214265, -115.87629793214577 46.66565803639746, -115.8710483590155 46.665625292498795, -115.8710395347531 46.66924760987175, -115.87103106361496 46.673519267908404, -115.87470419514425 46.67352395657547, -115.87628392632699 46.67352583154425, -115.87995698228754 46.67352969209414, -115.88153807354452 46.67353137040275, -115.88521434082132 46.67353512258884, -115.88641395527767 46.67353645858948, -115.88642405767165 46.66933706387063, -115.88643365959624 46.6657168852068, -115.8864462195725 46.662093743438, -115.8864600332074 46.65847024864738, -115.88156406008294 46.65844250230994, -115.87631475097366 46.658411880736, -115.87630621728648 46.66203482214265))"
647,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,136.48,136.38,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.86855212891359 46.63067276494252, -115.86717941468777 46.63216852692009, -115.86689810107545 46.63240289537853, -115.86642181272089 46.63279969583211, -115.86588983370928 46.63293518566502, -115.86576781214136 46.632966262994685, -115.8707976887812 46.632981082145406, -115.8760590511695 46.632965884162246, -115.8813090080926 46.63298214014251, -115.88618430177837 46.63299701227598, -115.88621560118902 46.629538757980534, -115.88130430472107 46.629358117455205, -115.87605446028923 46.629341694420894, -115.87184438329514 46.62932878369054, -115.87226639511387 46.62979691198322, -115.87304686524692 46.629944594508984, -115.87299073232364 46.63010053846288, -115.87205040054596 46.62991005300902, -115.87142814269922 46.62939385332019, -115.8707828404402 46.629472729067224, -115.8706958400876 46.62945421613733, -115.86967210962567 46.629770172353446, -115.86886836885807 46.62985351800234, -115.86855212891359 46.63067276494252))"
648,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,40.0,40.11,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.84976758590419 46.62562688761235, -115.85503045893898 46.625645505747315, -115.85502761767928 46.62202223089622, -115.84976360614122 46.62200519576663, -115.84976758590419 46.62562688761235))"
649,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,74.99,75.5,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.83393975613723 46.61654724650551, -115.83464363806004 46.61653048584731, -115.83555925922262 46.61794351747265, -115.83581013303534 46.61836798365066, -115.83922135374732 46.61836801664397, -115.84449450297348 46.618367830168076, -115.84447998479952 46.61467421751542, -115.83926815097414 46.61473318622632, -115.83401954203461 46.61479343214834, -115.83393975613723 46.61654724650551))"
650,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,40.0,39.47,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.82357647725453 46.62198939225434, -115.82875973949476 46.62199067424438, -115.82872699826115 46.61834889030883, -115.82358791883246 46.61836104136184, -115.82357647725453 46.62198939225434))"
651,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,160.0,160.25,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.7656033673933 46.61480579006464, -115.76032720693871 46.61477816962821, -115.76033739156334 46.6183765380652, -115.76034757798902 46.62197490621559, -115.76560134712213 46.62203746692082, -115.77086794465427 46.621937521864666, -115.77086574225066 46.61840863552688, -115.77092424829861 46.61470171561136, -115.7656033673933 46.61480579006464))"
652,ID,26 Stat. 215-219 (1890),100.00% School of Science (Scientific School),Department of Lands,University of Idaho,,1.52,subsurface,https://gis1.idl.idaho.gov/arcgis/rest/services/State_Ownership/MapServer/1,"POLYGON ((-115.80079908680757 46.61099883969817, -115.80253256893204 46.61099837033401, -115.8025395254405 46.61016379481047, -115.80079908680757 46.61099883969817))"
