,state,trust_name,managing_agency,university,acres,gis_acres,rights_type,county,section,block,data_source,geometry
1973,TX,Texas A&M,General Land Office,Texas A&M,659.78,659.71,subsurface+surface,Pecos,12,18,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11388900.7414 3621840.035700001, -11388913.7643 3619941.9439999983, -11390830.3067 3619955.0266000032, -11390817.616 3621853.1225000024, -11388900.7414 3621840.035700001))"
1974,TX,Texas A&M,General Land Office,Texas A&M,659.78,659.74,subsurface+surface,Pecos,30,16,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11386983.8662 3621826.6906000003, -11386997.1123 3619928.601400003, -11388913.7643 3619941.9439999983, -11388900.7414 3621840.035700001, -11386983.8662 3621826.6906000003))"
1975,TX,Texas A&M,General Land Office,Texas A&M,659.78,659.72,subsurface+surface,Pecos,29,16,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11385066.9922 3621812.956799999, -11385080.57 3619914.8687999994, -11386997.1123 3619928.601400003, -11386983.8662 3621826.6906000003, -11385066.9922 3621812.956799999))"
1976,TX,Texas A&M,General Land Office,Texas A&M,659.78,659.74,subsurface+surface,Pecos,28,16,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11383150.117 3621798.962700002, -11383163.9168 3619900.8779999986, -11385080.57 3619914.8687999994, -11385066.9922 3621812.956799999, -11383150.117 3621798.962700002))"
1977,TX,Texas A&M,General Land Office,Texas A&M,659.78,659.72,subsurface+surface,Pecos,27,16,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11381233.2619 3621784.7070999965, -11381247.3955 3619886.623800002, -11383163.9168 3619900.8779999986, -11383150.117 3621798.962700002, -11381233.2619 3621784.7070999965))"
1978,TX,Texas A&M,General Land Office,Texas A&M,659.78,659.72,subsurface+surface,Pecos,26,16,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11379316.4163 3621770.059600003, -11379330.8841 3619871.9772000015, -11381247.3955 3619886.623800002, -11381233.2619 3621784.7070999965, -11379316.4163 3621770.059600003))"
1979,TX,Texas A&M,General Land Office,Texas A&M,591.59,592.43,subsurface+surface,Pecos,25,16,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11377572.5009 3621763.6084999964, -11377633.1698 3619864.803199999, -11379330.8841 3619871.9772000015, -11379316.4163 3621770.059600003, -11377572.5009 3621763.6084999964))"
1980,TX,Texas A&M,General Land Office,Texas A&M,640.0,640.0,subsurface+surface,Pecos,07,24,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11432000.5969 3620614.1032999977, -11432006.6158 3618730.9746999964, -11433880.4039 3618736.938500002, -11433874.6079 3620620.069600001, -11432000.5969 3620614.1032999977))"
1981,TX,Texas A&M,General Land Office,Texas A&M,640.0,640.0,subsurface+surface,Pecos,08,24,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11430126.5871 3620608.009499997, -11430132.8281 3618724.8813000023, -11432006.6158 3618730.9746999964, -11432000.5969 3620614.1032999977, -11430126.5871 3620608.009499997))"
1982,TX,Texas A&M,General Land Office,Texas A&M,640.0,639.98,subsurface+surface,Pecos,09,24,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11428252.5767 3620601.5249999985, -11428259.1507 3618718.398400001, -11430132.8281 3618724.8813000023, -11430126.5871 3620608.009499997, -11428252.5767 3620601.5249999985))"
1983,TX,Texas A&M,General Land Office,Texas A&M,640.0,640.0,subsurface+surface,Pecos,10,24,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11426378.5662 3620594.780299999, -11426385.3628 3618711.656199999, -11428259.1507 3618718.398400001, -11428252.5767 3620601.5249999985, -11426378.5662 3620594.780299999))"
1984,TX,Texas A&M,General Land Office,Texas A&M,640.0,640.02,subsurface+surface,Pecos,11,24,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11424504.4433 3620587.7766000032, -11424511.5757 3618704.653999999, -11426385.3628 3618711.656199999, -11426378.5662 3620594.780299999, -11424504.4433 3620587.7766000032))"
1985,TX,Texas A&M,General Land Office,Texas A&M,640.0,639.99,subsurface+surface,Pecos,12,24,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11422630.4324 3620580.384999998, -11422637.8997 3618697.262000002, -11424511.5757 3618704.653999999, -11424504.4433 3620587.7766000032, -11422630.4324 3620580.384999998))"
1986,TX,Texas A&M,General Land Office,Texas A&M,640.0,640.01,subsurface+surface,Pecos,11,25,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11420756.4222 3620572.8625999987, -11420764.1106 3618689.7414000034, -11422637.8997 3618697.262000002, -11422630.4324 3620580.384999998, -11420756.4222 3620572.8625999987))"
1987,TX,Texas A&M,General Land Office,Texas A&M,640.0,639.99,subsurface+surface,Pecos,02,25,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11418882.4115 3620564.9504999965, -11418890.4339 3618681.8324000016, -11420764.1106 3618689.7414000034, -11420756.4222 3620572.8625999987, -11418882.4115 3620564.9504999965))"
1988,TX,Texas A&M,General Land Office,Texas A&M,645.1,645.08,subsurface+surface,Pecos,03,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11404622.037 3620040.5051999986, -11404632.6742 3618142.5533000007, -11404654.1971 3618142.675300002, -11406506.3021 3618152.954099998, -11406495.942 3620050.9941999987, -11404622.037 3620040.5051999986))"
1989,TX,Texas A&M,General Land Office,Texas A&M,645.1,645.05,subsurface+surface,Pecos,02,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11402748.1328 3620029.757600002, -11402759.0474 3618131.8724000007, -11404610.5881 3618142.429399997, -11404632.6742 3618142.5533000007, -11404622.037 3620040.5051999986, -11402748.1328 3620029.757600002))"
1990,TX,Texas A&M,General Land Office,Texas A&M,803.7,803.71,subsurface+surface,Pecos,01,20,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11400413.3496 3620016.030100003, -11400424.5604 3618118.0830999985, -11400446.4256 3618118.2141000032, -11402759.0474 3618131.8724000007, -11402748.1328 3620029.757600002, -11400413.3496 3620016.030100003))"
1991,TX,Texas A&M,General Land Office,Texas A&M,659.78,659.78,subsurface+surface,Pecos,18,18,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11398496.6968 3620004.5037999973, -11398508.2769 3618106.5073999986, -11400424.5604 3618118.0830999985, -11400413.3496 3620016.030100003, -11398496.6968 3620004.5037999973))"
1992,TX,Texas A&M,General Land Office,Texas A&M,659.78,659.76,subsurface+surface,Pecos,17,18,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11396580.1546 3619992.588100001, -11396591.9563 3618094.6460999995, -11398508.2769 3618106.5073999986, -11398496.6968 3620004.5037999973, -11396580.1546 3619992.588100001))"
1993,TX,Texas A&M,General Land Office,Texas A&M,659.78,659.75,subsurface+surface,Pecos,16,18,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11394663.5011 3619980.284699999, -11394675.6375 3618082.4733999968, -11396591.9563 3618094.6460999995, -11396580.1546 3619992.588100001, -11394663.5011 3619980.284699999))"
1994,TX,Texas A&M,General Land Office,Texas A&M,659.78,659.76,subsurface+surface,Pecos,15,18,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11392746.8492 3619967.849399999, -11392759.3179 3618069.911700003, -11394675.6375 3618082.4733999968, -11394663.5011 3619980.284699999, -11392746.8492 3619967.849399999))"
1995,TX,Texas A&M,General Land Office,Texas A&M,659.78,659.76,subsurface+surface,Pecos,14,18,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11390830.3067 3619955.0266000032, -11390842.997 3618057.090300001, -11392759.3179 3618069.911700003, -11392746.8492 3619967.849399999, -11390830.3067 3619955.0266000032))"
1996,TX,Texas A&M,General Land Office,Texas A&M,659.78,659.74,subsurface+surface,Pecos,13,18,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11388913.7643 3619941.9439999983, -11388926.7883 3618044.0112000033, -11390842.997 3618057.090300001, -11390830.3067 3619955.0266000032, -11388913.7643 3619941.9439999983))"
1997,TX,Texas A&M,General Land Office,Texas A&M,659.78,659.78,subsurface+surface,Pecos,31,16,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11386997.1123 3619928.601400003, -11387010.4684 3618030.6713000014, -11388926.7883 3618044.0112000033, -11388913.7643 3619941.9439999983, -11386997.1123 3619928.601400003))"
1998,TX,Texas A&M,General Land Office,Texas A&M,659.78,659.77,subsurface+surface,Pecos,32,16,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11385080.57 3619914.8687999994, -11385094.1494 3618016.9415000007, -11387010.4684 3618030.6713000014, -11386997.1123 3619928.601400003, -11385080.57 3619914.8687999994))"
1999,TX,Texas A&M,General Land Office,Texas A&M,659.78,659.79,subsurface+surface,Pecos,33,16,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11383163.9168 3619900.8779999986, -11383177.8295 3618002.9535000026, -11385094.1494 3618016.9415000007, -11385080.57 3619914.8687999994, -11383163.9168 3619900.8779999986))"
2000,TX,Texas A&M,General Land Office,Texas A&M,659.78,659.75,subsurface+surface,Pecos,34,16,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11381247.3955 3619886.623800002, -11381261.6403 3617988.7005999982, -11383177.8295 3618002.9535000026, -11383163.9168 3619900.8779999986, -11381247.3955 3619886.623800002))"
2001,TX,Texas A&M,General Land Office,Texas A&M,659.78,659.74,subsurface+surface,Pecos,35,16,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11379330.8841 3619871.9772000015, -11379345.3518 3617974.1862000003, -11381261.6403 3617988.7005999982, -11381247.3955 3619886.623800002, -11379330.8841 3619871.9772000015))"
2002,TX,Texas A&M,General Land Office,Texas A&M,576.44,576.62,subsurface+surface,Pecos,36,16,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11377633.1698 3619864.803199999, -11377693.8388 3617966.2880000025, -11379345.3518 3617974.1862000003, -11379330.8841 3619871.9772000015, -11377633.1698 3619864.803199999))"
2003,TX,Texas A&M,General Land Office,Texas A&M,640.0,640.02,subsurface+surface,Pecos,06,24,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11432006.6158 3618730.9746999964, -11432012.6334 3616848.1313000023, -11433886.0871 3616853.963600002, -11433880.4039 3618736.938500002, -11432006.6158 3618730.9746999964))"
2004,TX,Texas A&M,General Land Office,Texas A&M,640.0,640.02,subsurface+surface,Pecos,05,24,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11430132.8281 3618724.8813000023, -11430139.1796 3616841.9089, -11432012.6334 3616848.1313000023, -11432006.6158 3618730.9746999964, -11430132.8281 3618724.8813000023))"
2005,TX,Texas A&M,General Land Office,Texas A&M,640.0,640.01,subsurface+surface,Pecos,04,24,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11428259.1507 3618718.398400001, -11428265.7257 3616835.5566999987, -11430139.1796 3616841.9089, -11430132.8281 3618724.8813000023, -11428259.1507 3618718.398400001))"
2006,TX,Texas A&M,General Land Office,Texas A&M,640.0,640.0,subsurface+surface,Pecos,03,24,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11426385.3628 3618711.656199999, -11426392.2722 3616828.815899998, -11428265.7257 3616835.5566999987, -11428259.1507 3618718.398400001, -11426385.3628 3618711.656199999))"
2007,TX,Texas A&M,General Land Office,Texas A&M,640.0,640.0,subsurface+surface,Pecos,02,24,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11424511.5757 3618704.653999999, -11424518.818 3616821.8150999993, -11426392.2722 3616828.815899998, -11426385.3628 3618711.656199999, -11424511.5757 3618704.653999999))"
2008,TX,Texas A&M,General Land Office,Texas A&M,640.0,639.99,subsurface+surface,Pecos,01,24,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11422637.8997 3618697.262000002, -11422645.3642 3616814.4261000007, -11424518.818 3616821.8150999993, -11424511.5757 3618704.653999999, -11422637.8997 3618697.262000002))"
2009,TX,Texas A&M,General Land Office,Texas A&M,640.0,640.02,subsurface+surface,Pecos,12,25,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11420764.1106 3618689.7414000034, -11420771.7994 3616806.9076000005, -11422645.3642 3616814.4261000007, -11422637.8997 3618697.262000002, -11420764.1106 3618689.7414000034))"
2010,TX,Texas A&M,General Land Office,Texas A&M,640.0,639.97,subsurface+surface,Pecos,01,25,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11418890.4339 3618681.8324000016, -11418898.4575 3616798.9993999973, -11420771.7994 3616806.9076000005, -11420764.1106 3618689.7414000034, -11418890.4339 3618681.8324000016))"
2011,TX,Texas A&M,General Land Office,Texas A&M,671.5,671.5,subsurface+surface,Pecos,21,19,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11408379.9839 3618163.1382, -11408390.4567 3616187.656199999, -11410263.8064 3616197.492200002, -11410253.5563 3618172.9760999978, -11408379.9839 3618163.1382))"
2012,TX,Texas A&M,General Land Office,Texas A&M,671.5,671.55,subsurface+surface,Pecos,20,19,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11406506.3021 3618152.954099998, -11406516.9953 3616177.4316999987, -11408390.4567 3616187.656199999, -11408379.9839 3618163.1382, -11406506.3021 3618152.954099998))"
2013,TX,Texas A&M,General Land Office,Texas A&M,671.5,671.52,subsurface+surface,Pecos,11,19,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11404632.6742 3618142.5533000007, -11404643.6938 3616167.076200001, -11406516.9953 3616177.4316999987, -11406506.3021 3618152.954099998, -11404654.1971 3618142.675300002, -11404632.6742 3618142.5533000007))"
2014,TX,Texas A&M,General Land Office,Texas A&M,671.5,671.52,subsurface+surface,Pecos,10,19,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11402759.0474 3618131.8724000007, -11402770.3515 3616156.3977999985, -11404643.6938 3616167.076200001, -11404632.6742 3618142.5533000007, -11404610.5881 3618142.429399997, -11402759.0474 3618131.8724000007))"
2015,TX,Texas A&M,General Land Office,Texas A&M,641.2,641.19,subsurface+surface,Pecos,04,28,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11462054.981 3616799.2815999985, -11462055.2041 3614916.586199999, -11463931.771 3614916.720200002, -11463931.8813 3616799.285599999, -11462054.981 3616799.2815999985))"
2016,TX,Texas A&M,General Land Office,Texas A&M,641.2,641.23,subsurface+surface,Pecos,05,28,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11460178.0794 3616798.8884000033, -11460178.5262 3614916.1934999973, -11462055.2041 3614916.586199999, -11462054.981 3616799.2815999985, -11460178.0794 3616798.8884000033))"
2017,TX,Texas A&M,General Land Office,Texas A&M,663.8,663.72,subsurface+surface,Pecos,19,18,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11398508.2769 3618106.5073999986, -11398520.303 3616131.115500003, -11400339.2157 3616142.1796000004, -11400332.867 3617461.115000002, -11400428.4942 3617461.5896999985, -11400424.5604 3618118.0830999985, -11398508.2769 3618106.5073999986))"
2018,TX,Texas A&M,General Land Office,Texas A&M,641.2,641.22,subsurface+surface,Pecos,06,28,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11458301.1216 3616798.235299997, -11458301.8787 3614915.5974999964, -11460178.5262 3614916.1934999973, -11460178.0794 3616798.8884000033, -11458301.1216 3616798.235299997))"
2019,TX,Texas A&M,General Land Office,Texas A&M,686.85,686.8,subsurface+surface,Pecos,20,18,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11396591.9563 3618094.6460999995, -11396604.3163 3616119.1790999994, -11398520.303 3616131.115500003, -11398508.2769 3618106.5073999986, -11396591.9563 3618094.6460999995))"
2020,TX,Texas A&M,General Land Office,Texas A&M,641.2,641.21,subsurface+surface,Pecos,34,27,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11456425.2795 3614914.6309999973, -11458301.8787 3614915.5974999964, -11458301.1216 3616798.235299997, -11456424.164 3616797.3222000003, -11456425.2795 3614914.6309999973))"
2021,TX,Texas A&M,General Land Office,Texas A&M,686.85,686.84,subsurface+surface,Pecos,21,18,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11394675.6375 3618082.4733999968, -11394688.2178 3616107.0089000016, -11396604.3163 3616119.1790999994, -11396591.9563 3618094.6460999995, -11394675.6375 3618082.4733999968))"
2022,TX,Texas A&M,General Land Office,Texas A&M,686.85,686.8,subsurface+surface,Pecos,22,18,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11392759.3179 3618069.911700003, -11392772.2314 3616094.579999998, -11394688.2178 3616107.0089000016, -11394675.6375 3618082.4733999968, -11392759.3179 3618069.911700003))"
2023,TX,Texas A&M,General Land Office,Texas A&M,686.85,686.78,subsurface+surface,Pecos,23,18,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11390842.997 3618057.090300001, -11390856.2441 3616081.7611000016, -11392772.2314 3616094.579999998, -11392759.3179 3618069.911700003, -11390842.997 3618057.090300001))"
2024,TX,Texas A&M,General Land Office,Texas A&M,686.85,686.76,subsurface+surface,Pecos,24,18,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11388926.7883 3618044.0112000033, -11388940.2575 3616068.6838999987, -11390856.2441 3616081.7611000016, -11390842.997 3618057.090300001, -11388926.7883 3618044.0112000033))"
2025,TX,Texas A&M,General Land Office,Texas A&M,686.85,686.78,subsurface+surface,Pecos,06,17,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11387010.4684 3618030.6713000014, -11387024.2713 3616055.346900001, -11388940.2575 3616068.6838999987, -11388926.7883 3618044.0112000033, -11387010.4684 3618030.6713000014))"
2026,TX,Texas A&M,General Land Office,Texas A&M,686.85,686.78,subsurface+surface,Pecos,05,17,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11385094.1494 3618016.9415000007, -11385108.2844 3616041.6199999973, -11387024.2713 3616055.346900001, -11387010.4684 3618030.6713000014, -11385094.1494 3618016.9415000007))"
2027,TX,Texas A&M,General Land Office,Texas A&M,686.85,686.79,subsurface+surface,Pecos,04,17,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11383177.8295 3618002.9535000026, -11383192.2969 3616027.6347000003, -11385108.2844 3616041.6199999973, -11385094.1494 3618016.9415000007, -11383177.8295 3618002.9535000026))"
2028,TX,Texas A&M,General Land Office,Texas A&M,686.85,686.76,subsurface+surface,Pecos,03,17,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11381261.6403 3617988.7005999982, -11381276.3295 3616013.383299999, -11383192.2969 3616027.6347000003, -11383177.8295 3618002.9535000026, -11381261.6403 3617988.7005999982))"
2029,TX,Texas A&M,General Land Office,Texas A&M,686.85,686.78,subsurface+surface,Pecos,02,17,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11379345.3518 3617974.1862000003, -11379360.3752 3615998.8696999997, -11381276.3295 3616013.383299999, -11381261.6403 3617988.7005999982, -11379345.3518 3617974.1862000003))"
2030,TX,Texas A&M,General Land Office,Texas A&M,584.11,583.42,subsurface+surface,Pecos,01,17,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11377693.8388 3617966.2880000025, -11377756.957 3615990.5058000013, -11379360.3752 3615998.8696999997, -11379345.3518 3617974.1862000003, -11377693.8388 3617966.2880000025))"
2031,TX,Texas A&M,General Land Office,Texas A&M,640.0,640.01,subsurface+surface,Pecos,03,21,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11420771.7994 3616806.9076000005, -11420779.5997 3614924.3581999987, -11422652.7195 3614931.8756000027, -11422645.3642 3616814.4261000007, -11420771.7994 3616806.9076000005))"
2032,TX,Texas A&M,General Land Office,Texas A&M,640.0,639.99,subsurface+surface,Pecos,02,21,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11418898.4575 3616798.9993999973, -11418906.3678 3614916.4514999986, -11420779.5997 3614924.3581999987, -11420771.7994 3616806.9076000005, -11418898.4575 3616798.9993999973))"
2033,TX,Texas A&M,General Land Office,Texas A&M,640.0,639.99,subsurface+surface,Pecos,01,21,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11417033.248 3614908.2858999968, -11418906.3678 3614916.4514999986, -11418898.4575 3616798.9993999973, -11417025.0035 3616790.831799999, -11417033.248 3614908.2858999968))"
2034,TX,Texas A&M,General Land Office,Texas A&M,641.2,641.19,subsurface+surface,Pecos,09,28,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11462055.2041 3614916.586199999, -11462055.3154 3613034.306900002, -11463931.6593 3613034.3083999977, -11463931.771 3614916.720200002, -11462055.2041 3614916.586199999))"
2035,TX,Texas A&M,General Land Office,Texas A&M,671.5,671.5,subsurface+surface,Pecos,12,19,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11404643.6938 3616167.076200001, -11404654.783 3614191.914099999, -11406527.8007 3614202.2663000003, -11406516.9953 3616177.4316999987, -11404643.6938 3616167.076200001))"
2036,TX,Texas A&M,General Land Office,Texas A&M,641.2,641.19,subsurface+surface,Pecos,08,28,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11460178.5262 3614916.1934999973, -11460178.971 3613033.8630999997, -11462055.3154 3613034.306900002, -11462055.2041 3614916.586199999, -11460178.5262 3614916.1934999973))"
2037,TX,Texas A&M,General Land Office,Texas A&M,671.5,671.52,subsurface+surface,Pecos,09,19,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11402770.3515 3616156.3977999985, -11402781.7668 3614181.1718000025, -11404654.783 3614191.914099999, -11404643.6938 3616167.076200001, -11402770.3515 3616156.3977999985))"
2038,TX,Texas A&M,General Land Office,Texas A&M,641.2,641.19,subsurface+surface,Pecos,07,28,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11458301.8787 3614915.5974999964, -11458302.6722 3613033.2635999992, -11460178.971 3613033.8630999997, -11460178.5262 3614916.1934999973, -11458301.8787 3614915.5974999964))"
2039,TX,Texas A&M,General Land Office,Texas A&M,833.9,833.84,subsurface+surface,Pecos,02,19,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11401649.0461 3616149.8608999997, -11401649.0465 3616136.2434, -11400436.4013 3616130.5503999963, -11400447.9821 3614167.5820000023, -11402781.7668 3614181.1718000025, -11402770.3515 3616156.3977999985, -11401649.0461 3616149.8608999997))"
2040,TX,Texas A&M,General Land Office,Texas A&M,641.2,641.19,subsurface+surface,Pecos,33,27,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11456425.2795 3614914.6309999973, -11456425.3172 3614810.6292999983, -11456426.2831 3613032.3537999988, -11458302.6722 3613033.2635999992, -11458301.8787 3614915.5974999964, -11456425.2795 3614914.6309999973))"
2041,TX,Texas A&M,General Land Office,Texas A&M,686.85,686.6,subsurface+surface,Pecos,30,18,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11398520.303 3616131.115500003, -11398532.3295 3614155.9337000027, -11400447.9821 3614167.5820000023, -11400436.4013 3616130.5503999963, -11400339.3277 3616130.0319000036, -11400339.2157 3616142.1796000004, -11398520.303 3616131.115500003))"
2042,TX,Texas A&M,General Land Office,Texas A&M,686.85,686.83,subsurface+surface,Pecos,29,18,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11396604.3163 3616119.1790999994, -11396616.5647 3614144.025799997, -11398532.3295 3614155.9337000027, -11398520.303 3616131.115500003, -11396604.3163 3616119.1790999994))"
2043,TX,Texas A&M,General Land Office,Texas A&M,686.85,686.83,subsurface+surface,Pecos,28,18,https://gisapps.universitylands.org/server/rest/services/Hosted/GrantTracts_SpatialJoin/FeatureServer/16,"POLYGON ((-11394688.2178 3616107.0089000016, -11394700.9104 3614131.8589999974, -11396616.5647 3614144.025799997, -11396604.3163 3616119.1790999994, -11394688.2178 3616107.0089000016))"
