,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,county,meridian,township,range,section,aliquot,data_source,geometry
1049,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.72,surface,CIMARRON,C,5N,3E,12.0,SW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.69117837571304 36.91128960873815, -102.69569605432868 36.9113393035578, -102.69570381190597 36.90774204631475, -102.69119083277866 36.90768855257307, -102.69117837571304 36.91128960873815))"
1050,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,80.0,39.92,surface,CIMARRON,C,5N,3E,12.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.68207714461685 36.92201619114601, -102.68660912281588 36.92205438570568, -102.68662628114441 36.91844952835977, -102.6820991022426 36.9184075342787, -102.68207714461685 36.92201619114601))"
1051,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,80.0,39.88,surface,CIMARRON,C,5N,3E,12.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.6820991022426 36.9184075342787, -102.68662628114441 36.91844952835977, -102.68664353919422 36.91484477117362, -102.6821210600543 36.914798877061294, -102.6820991022426 36.9184075342787))"
1052,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,40.0,39.84,surface,CIMARRON,C,5N,3E,12.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.677625339067 36.91114052597394, -102.68214301809613 36.91119022039352, -102.68216497632572 36.90758156337578, -102.67765209793932 36.90752806886727, -102.677625339067 36.91114052597394))"
1053,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.52,surface,CIMARRON,C,5N,3E,14.0,NW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.70474872597191 36.904093381431395, -102.709298004826 36.90410957596144, -102.70927316178137 36.90047712000822, -102.70471428149287 36.90044462487204, -102.70474872597191 36.904093381431395))"
1054,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.25,surface,CIMARRON,C,5N,3E,14.0,NW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.709298004826 36.90410957596144, -102.70932284836019 36.90774203234477, -102.71386252760662 36.90774202753616, -102.71384718524051 36.90412587137459, -102.709298004826 36.90410957596144))"
1055,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.34,surface,CIMARRON,C,5N,3E,14.0,NW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.709298004826 36.90410957596144, -102.71384718524051 36.90412587137459, -102.71383194179211 36.90050961530126, -102.70927316178137 36.90047712000822, -102.709298004826 36.90410957596144))"
1056,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.43,surface,CIMARRON,C,5N,3E,14.0,NW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.70474872597191 36.904093381431395, -102.7047831693008 36.90774203662609, -102.70932284836019 36.90774203234477, -102.709298004826 36.90410957596144, -102.70474872597191 36.904093381431395))"
1057,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.79,surface,CIMARRON,C,5N,3E,14.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.69565026621723 36.90406089083263, -102.69570381190597 36.90774204631475, -102.70024349052359 36.90774204218153, -102.70019954533437 36.9040770861413, -102.69565026621723 36.90406089083263))"
1058,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.61,surface,CIMARRON,C,5N,3E,14.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.70019954533437 36.9040770861413, -102.70024349052359 36.90774204218153, -102.7047831693008 36.90774203662609, -102.70474872597191 36.904093381431395, -102.70019954533437 36.9040770861413))"
1059,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.88,surface,CIMARRON,C,5N,3E,14.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.69565026621723 36.90406089083263, -102.70019954533437 36.9040770861413, -102.70015550061413 36.900412129963094, -102.6955967204119 36.90037963476707, -102.69565026621723 36.90406089083263))"
1060,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.7,surface,CIMARRON,C,5N,3E,14.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.70019954533437 36.9040770861413, -102.70474872597191 36.904093381431395, -102.70471428149287 36.90044462487204, -102.70015550061413 36.900412129963094, -102.70019954533437 36.9040770861413))"
1061,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.6,surface,CIMARRON,C,5N,3E,14.0,SW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.70467993763522 36.8967959691823, -102.70471428149287 36.90044462487204, -102.70927316178137 36.90047712000822, -102.70924831810663 36.89684466452017, -102.70467993763522 36.8967959691823))"
1062,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.69,surface,CIMARRON,C,5N,3E,14.0,SW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.70467993763522 36.8967959691823, -102.70924831810663 36.89684466452017, -102.70922337502668 36.89321220808032, -102.70464549285445 36.893147213441296, -102.70467993763522 36.8967959691823))"
1063,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.51,surface,CIMARRON,C,5N,3E,14.0,SW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.70924831810663 36.89684466452017, -102.71381659942959 36.89689345920777, -102.71380135709724 36.89327720316787, -102.70922337502668 36.89321220808032, -102.70924831810663 36.89684466452017))"
1064,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.42,surface,CIMARRON,C,5N,3E,14.0,SW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.70927316178137 36.90047712000822, -102.71383194179211 36.90050961530126, -102.71381659942959 36.89689345920777, -102.70924831810663 36.89684466452017, -102.70927316178137 36.90047712000822))"
1065,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,41.05,surface,CIMARRON,C,5N,3E,14.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.69554317521671 36.8966984790031, -102.70011155609166 36.89674717462556, -102.70006751088451 36.8930822182848, -102.69548962994942 36.89301722355508, -102.69554317521671 36.8966984790031))"
1066,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.97,surface,CIMARRON,C,5N,3E,14.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.69554317521671 36.8966984790031, -102.6955967204119 36.90037963476707, -102.70015550061413 36.900412129963094, -102.70011155609166 36.89674717462556, -102.69554317521671 36.8966984790031))"
1067,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.87,surface,CIMARRON,C,5N,3E,14.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.70011155609166 36.89674717462556, -102.70467993763522 36.8967959691823, -102.70464549285445 36.893147213441296, -102.70006751088451 36.8930822182848, -102.70011155609166 36.89674717462556))"
1068,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.78,surface,CIMARRON,C,5N,3E,14.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.70015550061413 36.900412129963094, -102.70471428149287 36.90044462487204, -102.70467993763522 36.8967959691823, -102.70011155609166 36.89674717462556, -102.70015550061413 36.900412129963094))"
1069,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.96,surface,CIMARRON,C,5N,3E,15.0,NW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.72733097423375 36.9004579021053, -102.72283129725885 36.900475106896856, -102.7228255394346 36.90410856224501, -102.72731471567872 36.904099957344805, -102.72733097423375 36.9004579021053))"
1070,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.96,surface,CIMARRON,C,5N,3E,15.0,NW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.72731471567872 36.904099957344805, -102.72729855704007 36.90774201269349, -102.73177723426076 36.90774200816632, -102.73180389350603 36.904091353050134, -102.72731471567872 36.904099957344805))"
1071,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.05,surface,CIMARRON,C,5N,3E,15.0,NW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.72733097423375 36.9004579021053, -102.72731471567872 36.904099957344805, -102.73180389350603 36.904091353050134, -102.73183065248053 36.900440598059824, -102.72733097423375 36.9004579021053))"
1072,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.86,surface,CIMARRON,C,5N,3E,15.0,NW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.7228255394346 36.90410856224501, -102.72281988132045 36.90774201769403, -102.72729855704007 36.90774201269349, -102.72731471567872 36.904099957344805, -102.7228255394346 36.90410856224501))"
1073,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.77,surface,CIMARRON,C,5N,3E,15.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.71833161999592 36.90049241068903, -102.71383194179211 36.90050961530126, -102.71384718524051 36.90412587137459, -102.71833636249735 36.90411716692379, -102.71833161999592 36.90049241068903))"
1074,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.68,surface,CIMARRON,C,5N,3E,15.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.71384718524051 36.90412587137459, -102.71386252760662 36.90774202753616, -102.71834120370534 36.90774202237614, -102.71833636249735 36.90411716692379, -102.71384718524051 36.90412587137459))"
1075,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.77,surface,CIMARRON,C,5N,3E,15.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.71833636249735 36.90411716692379, -102.71834120370534 36.90774202237614, -102.72281988132045 36.90774201769403, -102.7228255394346 36.90410856224501, -102.71833636249735 36.90411716692379))"
1076,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.86,surface,CIMARRON,C,5N,3E,15.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.71833161999592 36.90049241068903, -102.71833636249735 36.90411716692379, -102.7228255394346 36.90410856224501, -102.72283129725885 36.900475106896856, -102.71833161999592 36.90049241068903))"
1077,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.05,surface,CIMARRON,C,5N,3E,15.0,SW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.72283695506823 36.89684165070903, -102.72283129725885 36.900475106896856, -102.72733097423375 36.9004579021053, -102.72734713376224 36.896815746916005, -102.72283695506823 36.89684165070903))"
1078,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.24,surface,CIMARRON,C,5N,3E,15.0,SW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.72736339241838 36.8931736909625, -102.72734713376224 36.896815746916005, -102.73185731111876 36.8967899422854, -102.73188407064343 36.8931391875017, -102.72736339241838 36.8931736909625))"
1079,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.15,surface,CIMARRON,C,5N,3E,15.0,SW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.72736339241838 36.8931736909625, -102.72284271374352 36.89320819548708, -102.72283695506823 36.89684165070903, -102.72734713376224 36.896815746916005, -102.72736339241838 36.8931736909625))"
1080,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.15,surface,CIMARRON,C,5N,3E,15.0,SW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.72734713376224 36.896815746916005, -102.72733097423375 36.9004579021053, -102.73183065248053 36.900440598059824, -102.73185731111876 36.8967899422854, -102.72734713376224 36.896815746916005))"
1081,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.82,surface,CIMARRON,C,5N,3E,24.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.67778149858655 36.88211116959142, -102.6778043428053 36.88576182686214, -102.68226002005409 36.885767622210324, -102.6822600764345 36.88212546613057, -102.67778149858655 36.88211116959142))"
1082,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.93,surface,CIMARRON,C,5N,3E,24.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.6822600764345 36.88212546613057, -102.68673865439797 36.88213986142381, -102.68676161211005 36.87850640531539, -102.68226013338668 36.87848340872291, -102.6822600764345 36.88212546613057))"
1083,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,39.73,surface,CIMARRON,C,5N,3E,24.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.68226002005409 36.885767622210324, -102.68671569703353 36.88577331806567, -102.68673865439797 36.88213986142381, -102.6822600764345 36.88212546613057, -102.68226002005409 36.885767622210324))"
1084,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.03,surface,CIMARRON,C,5N,3E,24.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.67778149858655 36.88211116959142, -102.6822600764345 36.88212546613057, -102.68226013338668 36.87848340872291, -102.67775875422079 36.87846041324818, -102.67778149858655 36.88211116959142))"
1085,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,80.0,39.52,surface,CIMARRON,C,5N,3E,24.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.68226002005409 36.885767622210324, -102.68225996368716 36.88940967877332, -102.68669273889594 36.88940677527565, -102.68671569703353 36.88577331806567, -102.68226002005409 36.885767622210324))"
1086,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,80.0,39.62,surface,CIMARRON,C,5N,3E,24.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.68226002005409 36.885767622210324, -102.6778043428053 36.88576182686214, -102.67782708778209 36.8894125831303, -102.68225996368716 36.88940967877332, -102.68226002005409 36.885767622210324))"
1087,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,40.0,39.41,surface,CIMARRON,C,5N,3E,24.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.67782708778209 36.8894125831303, -102.6778499325766 36.89306323942586, -102.68225980668144 36.893051735343235, -102.68225996368716 36.88940967877332, -102.67782708778209 36.8894125831303))"
1088,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.28,surface,CIMARRON,C,5N,3E,25.0,NW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.68675206806557 36.874851948615174, -102.6912563478315 36.874871045188, -102.69124970418908 36.87121278885351, -102.68674252427522 36.871197492365326, -102.68675206806557 36.874851948615174))"
1089,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.25,surface,CIMARRON,C,5N,3E,25.0,NW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.68675206806557 36.874851948615174, -102.68676161211005 36.87850640531539, -102.69126299067125 36.878529401115124, -102.6912563478315 36.874871045188, -102.68675206806557 36.874851948615174))"
1090,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.32,surface,CIMARRON,C,5N,3E,25.0,NW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.6912563478315 36.874871045188, -102.6957606260013 36.874890241311164, -102.69575688360112 36.87122798464662, -102.69124970418908 36.87121278885351, -102.6912563478315 36.874871045188))"
1091,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.3,surface,CIMARRON,C,5N,3E,25.0,NW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.69126299067125 36.878529401115124, -102.69576446985033 36.87855239708588, -102.6957606260013 36.874890241311164, -102.6912563478315 36.874871045188, -102.69126299067125 36.878529401115124))"
1092,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.17,surface,CIMARRON,C,5N,3E,25.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.67774340977896 36.87481375613009, -102.67775875422079 36.87846041324818, -102.68226013338668 36.87848340872291, -102.68224778865546 36.87483285243184, -102.67774340977896 36.87481375613009))"
1093,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.2,surface,CIMARRON,C,5N,3E,25.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.67774340977896 36.87481375613009, -102.68224778865546 36.87483285243184, -102.68223534568914 36.87118229603658, -102.67772816555235 36.871166999951086, -102.67774340977896 36.87481375613009))"
1094,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.24,surface,CIMARRON,C,5N,3E,25.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.68224778865546 36.87483285243184, -102.68675206806557 36.874851948615174, -102.68674252427522 36.871197492365326, -102.68223534568914 36.87118229603658, -102.68224778865546 36.87483285243184))"
1095,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.21,surface,CIMARRON,C,5N,3E,25.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.68226013338668 36.87848340872291, -102.68676161211005 36.87850640531539, -102.68675206806557 36.874851948615174, -102.68224778865546 36.87483285243184, -102.68226013338668 36.87848340872291))"
1096,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.22,surface,CIMARRON,C,5N,3E,25.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.67771282135308 36.86752034281449, -102.67772816555235 36.871166999951086, -102.68223534568914 36.87118229603658, -102.6822229017199 36.867531639218996, -102.67771282135308 36.86752034281449))"
1097,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.25,surface,CIMARRON,C,5N,3E,25.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.67771282135308 36.86752034281449, -102.6822229017199 36.867531639218996, -102.68221045743226 36.86388108286711, -102.67769757731817 36.86387358571779, -102.67771282135308 36.86752034281449))"
1098,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.27,surface,CIMARRON,C,5N,3E,25.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.68223534568914 36.87118229603658, -102.68674252427522 36.871197492365326, -102.68673298069626 36.86754303566625, -102.6822229017199 36.867531639218996, -102.68223534568914 36.87118229603658))"
1099,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.29,surface,CIMARRON,C,5N,3E,25.0,SE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.6822229017199 36.867531639218996, -102.68673298069626 36.86754303566625, -102.68672343737256 36.86388857941755, -102.68221045743226 36.86388108286711, -102.6822229017199 36.867531639218996))"
1100,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.38,surface,CIMARRON,C,5N,3E,26.0,NW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.70928536428373 36.87493032971381, -102.7137936430043 36.87494372593562, -102.71374009809557 36.871273970528, -102.70924431942721 36.87126247371068, -102.70928536428373 36.87493032971381))"
1101,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.47,surface,CIMARRON,C,5N,3E,26.0,NW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.70477718496862 36.874916933190754, -102.70480582860284 36.87858288885149, -102.70932650900633 36.87859818477039, -102.70928536428373 36.87493032971381, -102.70477718496862 36.874916933190754))"
1102,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.49,surface,CIMARRON,C,5N,3E,26.0,NW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.70932650900633 36.87859818477039, -102.71384718774215 36.87861338077917, -102.7137936430043 36.87494372593562, -102.70928536428373 36.87493032971381, -102.70932650900633 36.87859818477039))"
1103,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.36,surface,CIMARRON,C,5N,3E,26.0,NW,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.70477718496862 36.874916933190754, -102.70928536428373 36.87493032971381, -102.70924431942721 36.87126247371068, -102.70474844040709 36.871250977485055, -102.70477718496862 36.874916933190754))"
1104,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.34,surface,CIMARRON,C,5N,3E,26.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.70026890549751 36.8749035371967, -102.70477718496862 36.874916933190754, -102.70474844040709 36.871250977485055, -102.70025266172239 36.87123948099104, -102.70026890549751 36.8749035371967))"
1105,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.32,surface,CIMARRON,C,5N,3E,26.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.6957606260013 36.874890241311164, -102.70026890549751 36.8749035371967, -102.70025266172239 36.87123948099104, -102.69575688360112 36.87122798464662, -102.6957606260013 36.874890241311164))"
1106,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.45,surface,CIMARRON,C,5N,3E,26.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.70028514948675 36.878567692939235, -102.70480582860284 36.87858288885149, -102.70477718496862 36.874916933190754, -102.70026890549751 36.8749035371967, -102.70028514948675 36.878567692939235))"
1107,OK,"34. Stat. 267-286 , esp. 272, 274-75 (1906)",All,Commissioners of the Land Office,Oklahoma State University,160.0,40.43,surface,CIMARRON,C,5N,3E,26.0,NE,https://gis.clo.ok.gov/arcgis/rest/services/Public/OKLeaseData_ExternalProd/MapServer/2,"POLYGON ((-102.6957606260013 36.874890241311164, -102.69576446985033 36.87855239708588, -102.70028514948675 36.878567692939235, -102.70026890549751 36.8749035371967, -102.6957606260013 36.874890241311164))"
